Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,Goals,Shots,SoT,SoT%,G/Sh,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotCmp%,PasShoCmp%,PasMedCmp%,PasLonCmp%,Assists,PPA,CrsPA,PasAtt,PasFK,PasPress,Sw,PasCrs,CK,PaswLeft,PaswRight,PasInt,SCA,GCA,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDri%,Press,Blocks,BlkSh,BlkShSv,Int,Tkl+Int,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,DriSucc,DriAtt,DriSucc%,Carries,CarTotDist,CarPrgDist,CarDis,Rec,Rec%,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,PKcon,OG,AerWon,AerLost,AerWon%,Pos2,stats_id,value_id
489,Gaetano Castrovilli,ITA,2,Fiorentina,Serie A,25.0,23,16,1391,0.06,1.03,0.13,12.5,0.06,16.7,0.06,0.0,0.0,26.5,74.4,84.0,80.7,50.6,0.06,1.42,0.06,35.5,0.97,8.26,1.1,1.61,0.77,6.77,27.2,1.29,2.84,0.19,0.9,0.71,0.32,0.45,30.4,16.5,1.29,0.19,0.0,1.61,3.55,0.84,7.87,24.1,19.3,1.1,1.35,81.0,34.8,219.6,115.5,1.87,31.6,82.8,0.26,0.0,0.0,1.42,2.58,0.06,1.61,0.0,0.0,0.45,1.03,30.4,,489,489
490,Danilo Cataldi,ITA,2,Lazio,Serie A,27.0,32,19,1707,0.05,0.63,0.21,33.3,0.08,25.9,0.16,0.0,0.0,62.7,85.9,93.7,88.5,62.5,0.11,0.89,0.05,73.1,3.05,7.32,2.42,0.84,2.58,15.0,56.2,1.11,1.95,0.11,0.68,0.95,0.21,0.47,26.5,16.1,1.16,0.63,0.0,1.63,3.47,2.95,19.6,50.3,13.5,0.53,0.74,71.4,52.8,201.7,74.2,0.32,57.5,96.6,0.42,0.0,0.0,0.95,1.11,0.0,0.84,0.05,0.0,0.26,0.42,38.5,,490,490
491,Catena,ESP,1,Rayo Vallecano,La Liga,27.0,36,36,3240,0.06,0.61,0.17,27.3,0.09,9.9,0.0,0.0,0.0,38.4,82.7,87.6,91.2,71.5,0.06,0.06,0.0,46.4,2.42,6.61,2.86,0.14,0.0,4.11,37.8,0.94,0.69,0.08,0.58,0.42,0.0,0.56,55.6,5.28,1.39,0.75,0.06,1.53,2.53,9.42,33.3,24.3,1.5,0.17,0.28,60.0,31.1,155.4,86.1,0.11,34.7,98.2,0.22,0.0,0.0,0.75,0.44,0.08,0.14,0.03,0.0,3.58,1.47,70.9,,491,491
492,Craig Cathcart,NIR,1,Watford,Premier League,33.0,31,27,2396,0.0,0.11,0.0,0.0,0.0,8.4,0.0,0.0,0.0,27.9,80.9,88.4,87.1,66.8,0.04,0.19,0.04,34.5,0.38,4.1,1.69,0.11,0.0,6.69,22.0,0.53,0.19,0.0,0.98,0.26,0.0,0.6,47.1,6.2,2.07,1.2,0.0,1.43,2.67,7.89,25.3,18.3,2.26,0.0,0.04,0.0,21.0,83.3,37.9,0.15,23.5,96.6,0.11,0.0,0.0,0.53,0.26,0.0,0.11,0.0,0.0,2.37,1.58,60.0,,492,492
493,Edinson Cavani,URU,3,Manchester Utd,Premier League,35.0,15,7,766,0.24,2.12,0.71,33.3,0.11,11.4,0.0,0.0,0.0,21.2,80.0,86.7,74.6,57.9,0.12,0.12,0.0,26.5,0.12,4.24,1.06,0.35,0.0,5.29,18.1,0.94,1.29,0.24,0.0,0.35,0.12,0.35,50.0,12.4,1.06,0.0,0.0,1.06,1.53,1.53,6.12,15.4,14.4,0.47,0.59,80.0,19.2,45.9,12.6,0.35,25.8,58.6,0.0,0.0,0.0,1.06,0.71,0.71,0.35,0.0,0.0,0.59,1.76,25.0,,493,493
494,Dani Ceballos,ESP,2,Real Madrid,La Liga,25.0,11,2,276,0.0,3.23,0.97,30.0,0.0,19.8,0.32,0.0,0.0,76.8,90.5,91.5,94.2,82.9,0.0,1.61,0.32,84.8,0.97,9.03,2.58,0.32,0.0,2.9,80.0,1.94,4.19,0.65,1.61,2.26,0.0,1.61,62.5,21.3,1.94,0.65,0.0,2.26,6.13,2.58,23.5,61.9,26.1,0.97,2.26,42.9,82.3,437.4,189.7,1.29,80.3,96.5,0.32,0.0,0.0,1.61,3.23,0.0,0.32,0.0,0.0,0.32,0.32,50.0,,494,494
495,Pietro Ceccaroni,ITA,1,Venezia,Serie A,26.0,35,35,3122,0.06,0.55,0.17,31.6,0.11,10.7,0.0,0.0,0.0,40.8,83.1,90.3,91.5,56.0,0.03,0.17,0.12,49.1,1.76,5.71,0.17,0.43,0.0,37.2,7.72,1.5,0.52,0.03,0.92,0.49,0.12,0.43,65.2,9.83,1.99,1.01,0.03,1.93,3.46,14.6,39.9,20.3,3.54,0.29,0.46,62.5,34.8,211.2,119.3,0.29,37.8,98.0,0.2,0.03,0.0,0.78,0.84,0.0,0.43,0.06,0.0,1.76,1.1,61.6,,495,495
496,Federico Ceccherini,ITA,1,Hellas Verona,Serie A,30.0,34,29,2358,0.04,0.42,0.08,18.2,0.09,9.6,0.0,0.0,0.0,37.5,80.9,85.4,88.0,62.7,0.0,0.23,0.0,46.4,1.34,6.68,0.84,0.19,0.0,11.8,28.5,1.45,0.88,0.04,0.88,0.46,0.15,0.57,53.6,11.8,1.26,0.31,0.0,2.44,3.93,4.77,25.0,28.7,6.79,0.34,0.65,52.9,34.7,167.4,84.9,0.95,33.7,95.0,0.46,0.04,0.04,2.18,0.99,0.11,0.19,0.0,0.0,2.9,2.1,58.0,,496,496
497,Emil Ceide,NOR,3,Sassuolo,Serie A,20.0,6,0,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,52.0,66.7,66.7,0.0,0.0,3.33,0.0,41.7,0.0,15.0,0.0,0.0,1.67,10.0,26.7,1.67,1.67,0.0,3.33,3.33,0.0,3.33,100.0,30.0,0.0,0.0,0.0,3.33,10.0,0.0,6.67,30.0,36.7,0.0,3.33,0.0,45.0,228.3,150.0,6.67,45.0,65.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.67,42.9,DF,497,497
498,Zeki Çelik,TUR,1,Lille,Ligue 1,25.0,32,30,2696,0.07,0.77,0.1,13.0,0.09,19.3,0.0,0.0,0.0,47.5,80.1,89.8,84.1,54.0,0.1,1.13,0.37,59.2,0.83,8.03,1.47,1.93,0.03,3.83,43.5,2.2,1.5,0.2,1.47,0.73,0.33,1.07,57.1,14.5,2.0,0.3,0.0,1.53,4.07,3.5,19.8,36.3,17.8,0.6,1.2,50.0,40.2,217.1,135.0,0.6,42.2,93.4,0.33,0.0,0.0,1.6,0.53,0.1,1.93,0.03,0.0,1.63,0.87,65.3,,498,498
499,Fabien Centonze,FRA,1,Metz,Ligue 1,26.0,19,18,1586,0.23,0.85,0.4,46.7,0.27,21.4,0.0,0.0,0.0,35.3,80.4,88.5,83.8,49.4,0.06,0.8,0.34,43.9,0.8,3.81,0.8,1.7,0.0,6.42,27.6,1.59,1.36,0.11,1.53,0.74,0.23,0.85,50.0,13.8,2.44,0.4,0.0,2.73,5.23,4.38,20.9,27.3,15.5,1.99,3.18,62.5,35.3,205.7,125.5,1.25,33.1,89.8,0.17,0.0,0.0,1.08,1.7,0.0,1.7,0.0,0.0,0.97,0.8,54.8,,499,499
500,Luca Ceppitelli,ITA,1,Cagliari,Serie A,32.0,24,16,1445,0.06,0.43,0.06,14.3,0.14,9.2,0.0,0.0,0.0,41.6,83.8,91.9,90.5,63.2,0.06,0.31,0.0,49.7,1.68,4.97,1.37,0.19,0.0,10.4,34.2,0.31,0.56,0.06,0.75,0.5,0.0,0.56,47.4,9.13,1.99,0.99,0.0,2.24,3.48,8.45,29.3,29.9,2.92,0.19,0.19,100.0,33.7,148.5,77.0,0.31,36.1,98.8,0.19,0.0,0.0,1.3,0.75,0.06,0.19,0.0,0.0,3.23,1.37,70.3,,500,500
501,Franco Cervi,ARG,2,Celta Vigo,La Liga,28.0,33,21,1801,0.2,1.15,0.4,34.8,0.17,15.2,0.0,0.0,0.0,28.8,75.5,86.8,80.7,48.9,0.15,0.9,0.35,38.1,0.5,7.1,1.35,1.9,1.6,29.9,5.8,0.95,1.6,0.35,1.6,1.15,0.75,0.8,26.7,22.2,2.7,0.1,0.0,2.0,5.5,1.1,9.5,24.5,21.1,0.65,1.65,39.4,33.3,165.4,79.3,1.15,30.8,81.6,0.25,0.0,0.0,1.2,2.35,0.1,1.9,0.0,0.0,0.9,2.0,31.0,,501,501
502,Leonardo César Jardim,BRA,4,Lille,Ligue 1,27.0,17,17,1530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,64.1,100.0,100.0,42.4,0.0,0.0,0.0,25.6,1.29,1.71,0.41,0.0,0.0,1.65,18.9,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.1,28.2,0.12,0.0,0.0,0.0,0.0,11.1,47.7,25.2,0.0,10.8,99.5,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,502,502
503,Damir Ceter,COL,3,Cagliari,Serie A,24.0,1,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,0.0,0.0,100.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,380.0,240.0,0.0,20.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,,503,503
504,Julian Chabot,GER,1,Sampdoria,Serie A,24.0,11,4,490,0.0,0.56,0.19,33.3,0.0,10.1,0.0,0.0,0.0,37.4,82.4,89.8,91.7,63.2,0.0,0.19,0.0,45.4,2.59,3.52,2.04,0.0,0.0,36.9,3.52,0.93,0.19,0.0,1.67,0.93,0.0,1.3,63.6,14.8,2.22,0.74,0.19,2.22,4.81,9.26,31.1,30.0,1.67,0.19,0.19,100.0,33.7,168.5,97.0,0.56,31.9,99.4,0.93,0.0,0.0,2.22,2.22,0.0,0.0,0.0,0.0,3.89,2.41,61.8,,504,504
505,Julian Chabot,GER,1,Köln,Bundesliga,24.0,4,2,209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.2,80.0,79.5,88.4,66.7,0.0,0.43,0.0,65.2,3.04,7.39,3.04,0.0,0.0,50.0,5.22,0.87,0.43,0.0,0.87,1.3,0.0,0.87,28.6,12.2,2.17,0.87,0.0,2.17,4.35,9.13,44.3,36.1,1.74,0.43,0.87,50.0,40.0,170.9,84.8,0.0,44.8,97.2,0.43,0.0,0.0,2.17,2.61,0.0,0.0,0.0,0.0,9.57,4.35,68.8,,505,505
506,El Chadaille Bitshiabu,FRA,1,Paris S-G,Ligue 1,17.0,1,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,60.0,0.0,0.0,10.0,0.0,0.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,40.0,40.0,0.0,0.0,0.0,0.0,50.0,190.0,10.0,0.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,100.0,,506,506
507,Nassim Chadli,FRA,2,Troyes,Ligue 1,20.0,8,1,96,0.0,1.82,0.0,0.0,0.0,21.9,0.0,0.0,0.0,24.5,62.8,83.3,60.0,37.5,0.0,0.0,0.0,39.1,1.82,6.36,1.82,2.73,0.91,24.5,6.36,0.91,2.73,0.0,1.82,0.0,0.91,1.82,66.7,23.6,1.82,0.0,0.0,2.73,5.45,0.0,18.2,19.1,40.0,5.45,10.0,54.5,46.4,196.4,150.0,6.36,40.0,84.6,0.91,0.0,0.0,3.64,1.82,0.0,2.73,0.0,0.0,1.82,1.82,50.0,DF,507,507
508,Kayky Chagas,BRA,3,Manchester City,Premier League,18.0,1,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,30.0,400.0,290.0,0.0,30.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,508,508
509,Mehdi Chahiri,MAR,2,Strasbourg,Ligue 1,25.0,1,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,42.9,66.7,25.0,0.0,0.0,0.0,0.0,35.0,0.0,5.0,0.0,0.0,0.0,5.0,15.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,100.0,15.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,15.0,35.0,0.0,5.0,0.0,30.0,130.0,85.0,5.0,25.0,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,100.0,,509,509
510,Trevoh Chalobah,ENG,1,Chelsea,Premier League,22.0,20,17,1449,0.19,0.56,0.43,77.8,0.33,18.4,0.0,0.0,0.0,70.7,91.8,94.5,95.1,72.1,0.06,0.37,0.0,77.0,1.55,6.77,0.5,0.19,0.0,3.23,68.1,0.93,0.43,0.06,0.99,1.12,0.25,1.24,66.7,10.2,1.24,0.56,0.06,2.05,4.41,4.78,31.1,52.5,9.63,0.68,0.93,73.3,64.6,245.1,118.0,0.37,65.4,98.0,0.12,0.0,0.0,1.37,0.99,0.0,0.19,0.06,0.0,2.17,1.55,58.3,,510,510
511,Calum Chambers,ENG,1,Aston Villa,Premier League,27.0,11,9,831,0.11,0.33,0.11,33.3,0.33,14.7,0.0,0.0,0.0,41.7,83.5,88.3,91.6,63.2,0.0,0.54,0.0,50.0,1.3,5.11,0.54,0.22,0.0,2.17,43.0,0.33,1.41,0.11,1.2,0.76,0.22,0.54,71.4,10.2,2.28,1.09,0.0,1.2,3.37,12.6,36.7,24.2,3.37,0.11,0.22,50.0,35.8,165.4,91.5,0.11,38.0,97.0,0.11,0.0,0.0,1.52,0.33,0.0,0.22,0.0,0.0,3.15,3.04,50.9,,511,511
512,Calum Chambers,ENG,1,Arsenal,Premier League,27.0,2,2,170,0.0,1.05,0.0,0.0,0.0,20.3,0.0,0.0,0.0,42.6,82.7,92.1,85.7,58.8,0.0,0.53,0.53,51.6,2.11,5.26,0.53,1.05,0.0,2.11,40.0,2.11,0.53,0.0,1.05,0.0,0.0,0.53,33.3,12.6,5.79,1.58,0.0,1.58,2.63,8.95,25.8,32.1,8.95,0.0,0.0,0.0,37.4,125.8,55.8,1.05,37.4,97.3,0.0,0.0,0.0,0.53,0.53,0.0,1.05,0.0,0.0,1.58,1.05,60.0,,512,512
513,Dylan Chambost,FRA,2,Troyes,Ligue 1,24.0,19,9,753,0.0,1.19,0.12,10.0,0.0,19.5,0.12,0.0,0.0,44.6,80.5,89.7,84.2,61.3,0.12,0.83,0.36,55.5,1.55,10.0,1.43,1.19,0.95,39.2,11.4,1.07,1.9,0.12,0.83,1.31,0.48,0.83,33.3,22.7,1.43,0.24,0.0,1.07,3.69,1.55,13.6,38.7,16.1,0.24,0.36,66.7,39.8,163.3,83.5,0.71,45.6,88.2,0.0,0.0,0.0,0.95,0.6,0.12,1.19,0.0,0.0,1.67,1.55,51.9,FW,513,513
514,Timothy Chandler,USA,1,Eint Frankfurt,Bundesliga,32.0,17,15,1212,0.0,0.96,0.22,23.1,0.0,15.0,0.0,0.0,0.0,27.6,66.0,75.3,70.6,49.0,0.0,0.59,0.3,41.8,0.15,5.11,1.04,1.63,0.07,6.96,21.6,2.59,0.96,0.07,0.74,0.67,0.07,0.67,45.0,12.9,1.85,0.22,0.0,1.41,2.89,3.41,15.3,21.0,17.3,0.15,0.44,33.3,23.6,94.8,48.2,0.44,26.7,82.2,0.3,0.0,0.0,1.26,0.59,0.3,1.63,0.0,0.0,1.41,1.33,51.4,,514,514
515,Chapela,ESP,2,Cádiz,La Liga,23.0,9,4,398,0.0,0.68,0.0,0.0,0.0,22.5,0.0,0.0,0.0,12.7,62.2,65.2,72.2,50.0,0.0,0.23,0.0,20.5,0.0,4.32,1.82,2.05,0.23,2.27,16.1,0.23,1.14,0.23,0.45,0.23,0.91,0.0,0.0,19.3,1.59,0.23,0.0,1.36,2.95,1.59,9.09,14.1,9.77,0.45,1.14,40.0,19.1,124.3,77.5,0.91,15.9,70.7,0.0,0.0,0.0,1.14,1.82,0.23,2.05,0.0,0.0,1.14,1.36,45.5,FW,515,515
516,Brendan Chardonnet,FRA,1,Brest,Ligue 1,27.0,32,31,2686,0.1,0.44,0.2,46.2,0.23,12.9,0.0,0.0,0.0,35.0,83.7,90.4,93.6,69.2,0.0,0.1,0.03,41.9,2.15,4.3,2.48,0.1,0.0,3.15,35.6,0.57,0.64,0.03,1.14,0.3,0.1,0.81,58.5,8.52,1.74,1.01,0.03,3.15,4.7,9.36,33.8,22.8,1.85,0.0,0.03,0.0,30.8,168.3,97.1,0.13,31.7,98.5,0.2,0.03,0.0,0.87,0.87,0.0,0.1,0.0,0.0,3.02,1.51,66.7,,516,516
517,Xavier Chavalerin,FRA,2,Reims,Ligue 1,31.0,3,2,220,0.0,1.25,0.0,0.0,0.0,19.0,0.0,0.0,0.0,33.3,81.6,90.2,82.9,66.7,0.0,1.25,0.42,40.8,1.25,6.25,2.5,2.08,0.0,27.9,6.67,0.42,2.08,0.0,0.83,0.42,0.42,0.42,33.3,12.5,0.83,0.0,0.0,2.92,4.58,3.33,14.2,24.6,14.2,0.42,0.42,100.0,24.2,125.4,48.3,0.42,28.3,86.1,0.0,0.0,0.0,1.25,0.0,0.0,2.08,0.0,0.0,0.83,2.08,28.6,DF,517,517
518,Xavier Chavalerin,FRA,2,Troyes,Ligue 1,31.0,34,31,2717,0.17,1.09,0.36,33.3,0.15,18.5,0.03,0.0,0.0,26.3,76.0,86.2,77.6,57.3,0.07,0.73,0.17,34.6,0.79,4.47,1.26,1.46,0.79,25.9,6.69,1.66,1.69,0.23,0.66,1.06,0.23,0.46,22.2,21.3,1.39,0.13,0.0,1.56,3.51,2.15,12.6,21.8,12.3,0.66,1.03,64.5,26.2,112.1,49.1,0.66,29.9,85.3,0.13,0.0,0.0,1.19,0.5,0.2,1.46,0.0,0.0,0.6,1.09,35.3,FW,518,518
519,Justin Che,USA,1,Hoffenheim,Bundesliga,18.0,2,0,41,0.0,2.0,0.0,0.0,0.0,11.4,0.0,0.0,0.0,46.0,85.2,92.3,80.0,100.0,0.0,0.0,0.0,54.0,2.0,2.0,2.0,0.0,0.0,0.0,42.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,2.0,4.0,0.0,12.0,32.0,20.0,0.0,2.0,0.0,42.0,194.0,112.0,0.0,40.0,95.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,MF,519,519
520,Chema,ESP,2,Getafe,La Liga,30.0,1,1,45,0.0,2.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,18.0,60.0,100.0,33.3,50.0,0.0,0.0,0.0,30.0,4.0,14.0,2.0,0.0,0.0,16.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,22.0,4.0,0.0,0.0,0.0,12.0,62.0,26.0,0.0,14.0,100.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,100.0,,520,520
521,Rayan Cherki,FRA,3,Lyon,Ligue 1,18.0,16,3,440,0.0,2.86,0.61,21.4,0.0,21.5,0.0,0.0,0.0,40.2,76.4,85.5,86.8,42.9,0.2,1.22,0.2,52.7,0.61,9.8,3.47,2.04,5.1,22.9,26.9,2.04,3.67,0.2,0.2,0.82,0.2,0.41,40.0,13.1,0.41,0.0,0.0,0.82,2.04,0.2,4.29,33.9,36.9,1.84,5.71,32.1,49.0,334.9,219.6,3.27,52.2,77.3,0.2,0.0,0.0,0.82,1.84,0.61,2.04,0.0,0.0,0.2,1.02,16.7,MF,521,521
522,Denis Cheryshev,RUS,2,Valencia,La Liga,31.0,17,5,563,0.0,1.75,0.63,36.4,0.0,15.7,0.0,0.0,0.0,17.1,63.9,70.6,71.0,44.4,0.16,0.79,0.16,26.8,0.95,4.44,1.11,2.86,0.95,19.7,3.49,1.75,2.38,0.48,0.79,0.16,0.63,0.79,35.7,17.6,1.75,0.16,0.0,2.06,3.65,1.59,7.78,14.8,20.8,0.95,2.06,46.2,23.2,117.6,60.3,0.79,21.3,68.7,0.16,0.0,0.0,2.54,1.27,0.63,2.86,0.0,0.0,0.63,2.54,20.0,,522,522
523,Daniel Chesters,ENG,2,West Ham,Premier League,20.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,523,523
524,Giorgio Chiellini,ITA,1,Juventus,Serie A,37.0,21,16,1354,0.0,0.27,0.0,0.0,0.0,10.6,0.0,0.0,0.0,52.0,84.5,89.4,89.3,72.5,0.0,0.2,0.0,61.5,1.67,5.13,1.73,0.07,0.0,43.5,13.2,1.13,1.27,0.07,0.8,0.47,0.07,0.4,54.5,7.13,2.07,1.27,0.0,1.2,2.53,10.3,33.7,38.3,5.0,0.13,0.27,50.0,41.8,249.7,142.7,0.0,48.8,98.4,0.13,0.0,0.0,1.33,1.6,0.13,0.07,0.0,0.0,3.13,1.53,67.1,,524,524
525,Federico Chiesa,ITA,2,Juventus,Serie A,24.0,14,11,863,0.21,2.92,0.94,32.1,0.07,17.2,0.0,0.0,0.0,22.8,77.1,83.5,80.2,62.3,0.21,1.25,0.63,29.6,0.1,5.73,1.98,2.4,1.77,4.48,22.7,1.35,4.17,0.73,0.83,0.94,0.63,0.73,33.3,15.0,1.25,0.0,0.0,0.83,3.23,0.83,8.33,19.2,22.5,2.19,3.44,63.6,31.8,200.9,136.7,2.81,28.8,70.8,0.0,0.0,0.0,1.25,2.08,0.1,2.4,0.0,0.0,0.31,1.25,20.0,FW,525,525
526,Ben Chilwell,ENG,1,Chelsea,Premier League,25.0,7,6,542,0.5,2.17,1.0,46.2,0.23,17.9,0.0,0.0,0.0,44.2,77.0,91.1,83.3,34.0,0.17,1.0,0.17,57.3,1.67,8.83,0.83,1.67,4.17,39.3,8.5,1.17,3.5,0.17,0.5,1.0,0.17,0.0,0.0,15.3,1.67,0.0,0.0,1.0,2.67,1.5,15.5,24.0,33.8,0.33,0.83,40.0,40.2,181.5,86.3,0.5,42.8,86.8,0.0,0.0,0.0,1.67,3.0,0.33,1.67,0.17,0.0,1.33,1.83,42.1,,526,526
527,Chiquinho,POR,1,Wolves,Premier League,22.0,8,1,208,0.0,2.17,0.87,40.0,0.0,11.1,0.0,0.0,0.0,31.3,66.7,81.1,58.6,61.1,1.3,2.17,1.74,47.0,0.43,6.52,3.48,9.13,0.43,2.61,35.7,2.17,4.35,1.3,1.3,2.61,0.0,1.3,75.0,25.2,1.3,0.0,0.0,2.61,6.52,0.87,9.57,24.8,36.5,3.48,5.22,66.7,44.3,181.7,107.8,4.78,44.3,81.6,0.0,0.0,0.0,4.78,3.48,0.0,9.13,0.0,0.0,2.17,2.17,50.0,MF,527,527
528,Vlad Chiriche?,ROU,1,Sassuolo,Serie A,32.0,29,27,2300,0.0,0.35,0.08,22.2,0.0,14.4,0.0,0.0,0.0,47.9,91.6,93.9,92.9,87.2,0.0,0.04,0.0,52.3,1.95,4.26,1.88,0.0,0.0,4.41,45.1,1.13,0.23,0.0,1.09,0.47,0.0,0.59,62.5,10.0,1.64,0.9,0.0,2.3,3.87,10.1,34.3,29.4,1.45,0.16,0.31,50.0,39.5,169.8,82.6,0.35,40.3,98.1,0.16,0.0,0.0,1.33,0.63,0.04,0.0,0.12,0.0,1.72,1.95,46.8,,528,528
529,Pedro Chirivella,ESP,2,Nantes,Ligue 1,25.0,31,31,2637,0.1,0.72,0.2,28.6,0.14,20.1,0.0,0.0,0.0,49.9,84.7,93.9,90.1,68.4,0.03,0.65,0.1,58.8,1.71,8.84,3.38,0.24,0.1,6.04,50.5,1.57,1.88,0.14,0.44,0.89,0.34,0.58,27.4,17.8,0.92,0.07,0.03,1.47,3.14,0.68,11.3,44.1,12.9,0.27,0.48,57.1,42.4,168.9,75.1,0.34,48.4,93.0,0.2,0.0,0.0,0.89,0.99,0.0,0.24,0.0,0.0,0.44,0.44,50.0,,529,529
530,Joris Chotard,FRA,2,Montpellier,Ligue 1,20.0,36,33,2935,0.03,0.58,0.12,21.1,0.05,20.4,0.0,0.0,0.0,34.1,84.8,88.4,88.9,75.2,0.03,0.55,0.12,40.2,1.04,3.99,1.17,0.46,0.03,6.01,31.3,1.01,1.01,0.12,1.1,0.52,0.12,0.83,37.0,12.4,1.01,0.52,0.0,2.58,4.33,4.51,19.5,26.4,5.25,0.37,0.67,54.5,29.0,118.7,54.0,0.46,30.4,94.2,0.15,0.0,0.0,1.17,0.34,0.0,0.46,0.0,0.0,0.77,0.89,46.3,,530,530
531,Hamza Choudhury,ENG,1,Leicester City,Premier League,24.0,6,4,285,0.0,0.31,0.0,0.0,0.0,12.8,0.0,0.0,0.0,40.3,81.6,88.6,82.5,70.8,0.0,0.0,0.0,49.4,0.94,11.9,0.31,0.0,0.0,2.5,37.5,0.94,0.31,0.0,0.94,1.56,0.0,0.63,40.0,13.1,1.56,0.0,0.0,5.0,7.5,5.63,30.6,34.7,1.88,0.31,0.94,33.3,34.7,99.1,30.6,0.94,38.1,91.0,0.31,0.0,0.0,1.88,2.19,0.0,0.0,0.0,0.0,4.38,0.31,93.3,MF,531,531
532,Andreas Christensen,DEN,1,Chelsea,Premier League,26.0,19,17,1496,0.0,0.3,0.0,0.0,0.0,19.6,0.0,0.0,0.0,70.2,91.4,93.8,93.9,82.8,0.0,0.42,0.06,76.9,1.93,8.98,1.2,0.12,0.0,4.76,66.9,1.02,0.48,0.0,0.66,0.24,0.18,0.6,66.7,8.92,1.81,0.54,0.0,3.13,4.22,9.64,40.7,47.0,4.7,0.36,0.36,100.0,59.5,266.7,143.8,0.06,62.2,98.6,0.12,0.0,0.0,0.78,0.42,0.0,0.12,0.0,0.0,3.61,2.23,61.9,,532,532
533,Max Christiansen,GER,2,Greuther Fürth,Bundesliga,25.0,27,22,2054,0.0,0.44,0.04,10.0,0.0,23.5,0.0,0.0,0.0,33.0,81.9,84.1,88.8,70.2,0.0,0.18,0.0,40.3,1.01,8.38,0.75,0.0,0.04,1.8,34.1,1.32,1.1,0.04,1.1,1.05,0.26,0.66,36.6,17.9,3.03,0.75,0.04,3.55,5.96,4.52,18.8,31.3,5.88,0.22,0.39,55.6,26.9,128.6,57.6,0.66,27.9,94.1,0.22,0.0,0.0,1.36,1.01,0.04,0.0,0.0,0.0,2.19,1.97,52.6,,533,533
