,Player Name,Player Age,Value,Team,Nationality,Position
1681,Piero Hincapié,21,€25.00m, Bayer 04 Leverkusen ,Ecuador,Centre-Back
1682,Jonathan Tah,27,€20.00m, Bayer 04 Leverkusen ,Germany,Centre-Back
1683,Odilon Kossounou,22,€20.00m, Bayer 04 Leverkusen ,Cote d'Ivoire,Centre-Back
1684,Mitchel Bakker,22,€9.00m, Bayer 04 Leverkusen ,Netherlands,Left-Back
1685,Daley Sinkgraven,27,€3.00m, Bayer 04 Leverkusen ,Netherlands,Left-Back
1686,Jeremie Frimpong,22,€35.00m, Bayer 04 Leverkusen ,Netherlands,Right-Back
1687,Timothy Fosu-Mensah,25,€3.00m, Bayer 04 Leverkusen ,Netherlands,Right-Back
1688,Robert Andrich,28,€11.00m, Bayer 04 Leverkusen ,Germany,Defensive Midfield
1689,Noah Mbamba,18,€3.00m, Bayer 04 Leverkusen ,Belgium,Defensive Midfield
1690,Ayman Azhil,22,€400k, Bayer 04 Leverkusen ,Morocco,Defensive Midfield
1691,Joshua Eze,20,€200k, Bayer 04 Leverkusen ,Germany,Defensive Midfield
1692,Exequiel Palacios,24,€15.00m, Bayer 04 Leverkusen ,Argentina,Central Midfield
1693,Kerem Demirbay,29,€9.00m, Bayer 04 Leverkusen ,Germany,Central Midfield
1694,Nadiem Amiri,26,€6.00m, Bayer 04 Leverkusen ,Germany,Central Midfield
1695,Florian Wirtz,19,€85.00m, Bayer 04 Leverkusen ,Germany,Attacking Midfield
1696,Callum Hudson-Odoi,22,€17.00m, Bayer 04 Leverkusen ,England,Left Winger
1697,Moussa Diaby,23,€50.00m, Bayer 04 Leverkusen ,France,Right Winger
1698,Amine Adli,22,€15.00m, Bayer 04 Leverkusen ,France,Right Winger
1699,Karim Bellarabi,33,€2.50m, Bayer 04 Leverkusen ,Germany,Right Winger
1700,Patrik Schick,27,€30.00m, Bayer 04 Leverkusen ,Czech Republic,Centre-Forward
1701,Adam Hlozek,20,€15.00m, Bayer 04 Leverkusen ,Czech Republic,Centre-Forward
1702,Sardar Azmoun,28,€12.00m, Bayer 04 Leverkusen ,Iran,Centre-Forward
1703,Kevin Trapp,32,€8.50m, Eintracht Frankfurt ,Germany,Goalkeeper
1704,Diant Ramaj,21,€750k, Eintracht Frankfurt ,Germany,Goalkeeper
1705,Jens Grahl,34,€200k, Eintracht Frankfurt ,Germany,Goalkeeper
1706,Simon Simoni,18,€200k, Eintracht Frankfurt ,Albania,Goalkeeper
1707,Evan Ndicka,23,€32.00m, Eintracht Frankfurt ,France,Centre-Back
1708,Tuta,23,€15.00m, Eintracht Frankfurt ,Brazil,Centre-Back
1709,Hrvoje Smolcic,22,€5.00m, Eintracht Frankfurt ,Croatia,Centre-Back
1710,Almamy Touré,26,€2.50m, Eintracht Frankfurt ,Mali,Centre-Back
1711,Makoto Hasebe,39,€800k, Eintracht Frankfurt ,Japan,Centre-Back
1712,Philipp Max,29,€6.00m, Eintracht Frankfurt ,Germany,Left-Back
1713,Christopher Lenz,28,€5.00m, Eintracht Frankfurt ,Germany,Left-Back
1714,Jan Schröder,19,€200k, Eintracht Frankfurt ,Germany,Left-Back
1715,Aurélio Buta,26,€6.00m, Eintracht Frankfurt ,Portugal,Right-Back
1716,Timothy Chandler,33,€1.20m, Eintracht Frankfurt ,United States,Right-Back
1717,Kristijan Jakic,25,€9.00m, Eintracht Frankfurt ,Croatia,Defensive Midfield
1718,Djibril Sow,26,€22.00m, Eintracht Frankfurt ,Switzerland,Central Midfield
1719,Sebastian Rode,32,€2.50m, Eintracht Frankfurt ,Germany,Central Midfield
1720,Marcel Wenig,18,€800k, Eintracht Frankfurt ,Germany,Central Midfield
1721,Mehdi Loune,18,€300k, Eintracht Frankfurt ,Germany,Central Midfield
1722,Junior Dina Ebimbe,22,€7.50m, Eintracht Frankfurt ,France,Right Midfield
1723,Daichi Kamada,26,€30.00m, Eintracht Frankfurt ,Japan,Attacking Midfield
1724,Jesper Lindström,23,€28.00m, Eintracht Frankfurt ,Denmark,Attacking Midfield
1725,Mario Götze,30,€13.00m, Eintracht Frankfurt ,Germany,Attacking Midfield
1726,Paxten Aaronson,19,€4.50m, Eintracht Frankfurt ,United States,Attacking Midfield
1727,Faride Alidou,21,€2.50m, Eintracht Frankfurt ,Germany,Left Winger
1728,Ansgar Knauff,21,€10.00m, Eintracht Frankfurt ,Germany,Right Winger
1729,Randal Kolo Muani,24,€65.00m, Eintracht Frankfurt ,France,Centre-Forward
1730,Rafael Borré,27,€12.00m, Eintracht Frankfurt ,Colombia,Centre-Forward
1731,Lucas Alario,30,€4.00m, Eintracht Frankfurt ,Argentina,Centre-Forward
1732,Nacho Ferri,18, , Eintracht Frankfurt ,Spain,Centre-Forward
1733,Jonas Omlin,29,€7.00m, Borussia Mönchengladbach ,Switzerland,Goalkeeper
1734,Jan Olschowsky,21,€500k, Borussia Mönchengladbach ,Germany,Goalkeeper
1735,Tobias Sippel,35,€400k, Borussia Mönchengladbach ,Germany,Goalkeeper
1736,Nico Elvedi,26,€20.00m, Borussia Mönchengladbach ,Switzerland,Centre-Back
1737,Ko Itakura,26,€12.00m, Borussia Mönchengladbach ,Japan,Centre-Back
1738,Marvin Friedrich,27,€5.00m, Borussia Mönchengladbach ,Germany,Centre-Back
1739,Tony Jantschke,33,€800k, Borussia Mönchengladbach ,Germany,Centre-Back
1740,Mamadou Doucouré,24,€100k, Borussia Mönchengladbach ,France,Centre-Back
1741,Ramy Bensebaini,27,€20.00m, Borussia Mönchengladbach ,Algeria,Left-Back
1742,Luca Netz,19,€6.50m, Borussia Mönchengladbach ,Germany,Left-Back
1743,Joe Scally,20,€12.00m, Borussia Mönchengladbach ,United States,Right-Back
1744,Stefan Lainer,30,€3.50m, Borussia Mönchengladbach ,Austria,Right-Back
1745,Simon Walde,18, , Borussia Mönchengladbach ,Germany,Right-Back
1746,Julian Weigl,27,€15.00m, Borussia Mönchengladbach ,Germany,Defensive Midfield
1747,Christoph Kramer,32,€2.50m, Borussia Mönchengladbach ,Germany,Defensive Midfield
1748,Manu Koné,21,€30.00m, Borussia Mönchengladbach ,France,Central Midfield
1749,Florian Neuhaus,26,€15.00m, Borussia Mönchengladbach ,Germany,Central Midfield
1750,Oscar Fraulo,19,€2.00m, Borussia Mönchengladbach ,Denmark,Central Midfield
1751,Lars Stindl,34,€2.50m, Borussia Mönchengladbach ,Germany,Attacking Midfield
1752,Conor Noß,22,€700k, Borussia Mönchengladbach ,Ireland,Attacking Midfield
1753,Alassane Plea,30,€10.00m, Borussia Mönchengladbach ,France,Left Winger
1754,Hannes Wolf,23,€4.00m, Borussia Mönchengladbach ,Austria,Left Winger
1755,Yvandro Borges Sanches,18,€1.50m, Borussia Mönchengladbach ,Luxembourg,Left Winger
1756,Jonas Hofmann,30,€13.00m, Borussia Mönchengladbach ,Germany,Right Winger
1757,Nathan Ngoumou,23,€5.00m, Borussia Mönchengladbach ,France,Right Winger
1758,Patrick Herrmann,32,€2.00m, Borussia Mönchengladbach ,Germany,Right Winger
1759,Marcus Thuram,25,€32.00m, Borussia Mönchengladbach ,France,Centre-Forward
1760,Koen Casteels,30,€8.00m, VfL Wolfsburg ,Belgium,Goalkeeper
1761,Pavao Pervan,35,€400k, VfL Wolfsburg ,Austria,Goalkeeper
1762,Philipp Schulze,20,€200k, VfL Wolfsburg ,Germany,Goalkeeper
1763,Niklas Klinger,27,€100k, VfL Wolfsburg ,Germany,Goalkeeper
1764,Maxence Lacroix,23,€20.00m, VfL Wolfsburg ,France,Centre-Back
1765,Micky van de Ven,21,€18.00m, VfL Wolfsburg ,Netherlands,Centre-Back
1766,Sebastiaan Bornauw,24,€8.50m, VfL Wolfsburg ,Belgium,Centre-Back
1767,Paulo Otávio,28,€6.50m, VfL Wolfsburg ,Brazil,Left-Back
1768,Nicolas Cozza,24,€5.00m, VfL Wolfsburg ,France,Left-Back
1769,Ridle Baku,25,€13.00m, VfL Wolfsburg ,Germany,Right-Back
1770,Kilian Fischer,22,€2.00m, VfL Wolfsburg ,Germany,Right-Back
1771,Bartol Franjic,23,€4.00m, VfL Wolfsburg ,Croatia,Defensive Midfield
1772,Josuha Guilavogui,32,€3.00m, VfL Wolfsburg ,France,Defensive Midfield
1773,Maximilian Arnold,28,€17.00m, VfL Wolfsburg ,Germany,Central Midfield
1774,Mattias Svanberg,24,€15.00m, VfL Wolfsburg ,Sweden,Central Midfield
1775,Yannick Gerhardt,29,€7.00m, VfL Wolfsburg ,Germany,Central Midfield
1776,Kevin Paredes,19,€5.00m, VfL Wolfsburg ,United States,Left Midfield
1777,Felix Nmecha,22,€8.00m, VfL Wolfsburg ,Germany,Attacking Midfield
1778,Jakub Kaminski,20,€10.00m, VfL Wolfsburg ,Poland,Left Winger
1779,Omar Marmoush,24,€6.00m, VfL Wolfsburg ,Egypt,Left Winger
1780,Patrick Wimmer,21,€12.00m, VfL Wolfsburg ,Austria,Right Winger
1781,Luca Waldschmidt,26,€3.00m, VfL Wolfsburg ,Germany,Second Striker
1782,Lukas Nmecha,24,€14.00m, VfL Wolfsburg ,Germany,Centre-Forward
1783,Jonas Wind,24,€14.00m, VfL Wolfsburg ,Denmark,Centre-Forward
1784,Dzenan Pejcinovic,18,€1.00m, VfL Wolfsburg ,Germany,Centre-Forward
1785,Mark Flekken,29,€7.00m, SC Freiburg ,Netherlands,Goalkeeper
1786,Noah Atubolu,20,€2.00m, SC Freiburg ,Germany,Goalkeeper
1787,Benjamin Uphoff,29,€500k, SC Freiburg ,Germany,Goalkeeper
1788,Philipp Lienhart,26,€20.00m, SC Freiburg ,Austria,Centre-Back
1789,Matthias Ginter,29,€20.00m, SC Freiburg ,Germany,Centre-Back
1790,Manuel Gulde,32,€1.70m, SC Freiburg ,Germany,Centre-Back
1791,Kenneth Schmidt,20,€750k, SC Freiburg ,Germany,Centre-Back
1792,Christian Günter,30,€10.00m, SC Freiburg ,Germany,Left-Back
1793,Kimberly Ezekwem,21,€350k, SC Freiburg ,Germany,Left-Back
1794,Kiliann Sildillia,20,€12.00m, SC Freiburg ,France,Right-Back
1795,Lukas Kübler,30,€3.00m, SC Freiburg ,Germany,Right-Back
1796,Jonathan Schmid,32,€1.20m, SC Freiburg ,France,Right-Back
1797,Yannik Keitel,23,€4.00m, SC Freiburg ,Germany,Defensive Midfield
1798,Nicolas Höfler,33,€2.50m, SC Freiburg ,Germany,Defensive Midfield
1799,Maximilian Eggestein,26,€8.00m, SC Freiburg ,Germany,Central Midfield
1800,Merlin Röhl,20,€2.00m, SC Freiburg ,Germany,Central Midfield
1801,Robert Wagner,19,€900k, SC Freiburg ,Germany,Central Midfield
1802,Daniel-Kofi Kyereh,27,€8.00m, SC Freiburg ,Ghana,Attacking Midfield
1803,Vincenzo Grifo,30,€12.00m, SC Freiburg ,Italy,Left Winger
1804,Noah Weißhaupt,21,€2.50m, SC Freiburg ,Germany,Left Winger
1805,Ritsu Doan,24,€15.00m, SC Freiburg ,Japan,Right Winger
1806,Roland Sallai,25,€10.00m, SC Freiburg ,Hungary,Right Winger
1807,Woo-yeong Jeong,23,€4.00m, SC Freiburg ,"Korea, South",Second Striker
1808,Michael Gregoritsch,28,€8.00m, SC Freiburg ,Austria,Centre-Forward
1809,Lucas Höler,28,€5.00m, SC Freiburg ,Germany,Centre-Forward
1810,Nils Petersen,34,€1.50m, SC Freiburg ,Germany,Centre-Forward
1811,Oliver Baumann,32,€4.50m, TSG 1899 Hoffenheim ,Germany,Goalkeeper
1812,Philipp Pentke,37,€300k, TSG 1899 Hoffenheim ,Germany,Goalkeeper
1813,Luca Philipp,22,€300k, TSG 1899 Hoffenheim ,Germany,Goalkeeper
1814,Nahue Noll,20,€250k, TSG 1899 Hoffenheim ,Germany,Goalkeeper
1815,Ozan Kabak,23,€10.00m, TSG 1899 Hoffenheim ,Turkey,Centre-Back
1816,Stanley Nsoki,24,€8.50m, TSG 1899 Hoffenheim ,France,Centre-Back
1817,Kevin Akpoguma,27,€4.00m, TSG 1899 Hoffenheim ,Nigeria,Centre-Back
1818,Kevin Vogt,31,€3.50m, TSG 1899 Hoffenheim ,Germany,Centre-Back
1819,John Anthony Brooks,30,€3.00m, TSG 1899 Hoffenheim ,United States,Centre-Back
1820,Eduardo Quaresma,21,€3.00m, TSG 1899 Hoffenheim ,Portugal,Centre-Back
1821,Ermin Bicakcic,33,€1.00m, TSG 1899 Hoffenheim ,Bosnia-Herzegovina,Centre-Back
1822,Angeliño,26,€14.00m, TSG 1899 Hoffenheim ,Spain,Left-Back
1823,Pavel Kaderabek,30,€4.00m, TSG 1899 Hoffenheim ,Czech Republic,Right-Back
1824,Justin Che,19,€2.00m, TSG 1899 Hoffenheim ,United States,Right-Back
1825,Angelo Stiller,22,€6.00m, TSG 1899 Hoffenheim ,Germany,Defensive Midfield
1826,Sebastian Rudy,33,€1.50m, TSG 1899 Hoffenheim ,Germany,Defensive Midfield
1827,Dennis Geiger,24,€9.00m, TSG 1899 Hoffenheim ,Germany,Central Midfield
1828,Grischa Prömel,28,€7.50m, TSG 1899 Hoffenheim ,Germany,Central Midfield
1829,Thomas Delaney,31,€3.00m, TSG 1899 Hoffenheim ,Denmark,Central Midfield
1830,Finn Ole Becker,22,€1.00m, TSG 1899 Hoffenheim ,Germany,Central Midfield
1831,Umut Tohumcu,18,€1.00m, TSG 1899 Hoffenheim ,Germany,Central Midfield
1832,Robert Skov,26,€9.00m, TSG 1899 Hoffenheim ,Denmark,Right Midfield
1833,Christoph Baumgartner,23,€20.00m, TSG 1899 Hoffenheim ,Austria,Attacking Midfield
1834,Tom Bischof,17,€3.50m, TSG 1899 Hoffenheim ,Germany,Attacking Midfield
1835,Muhammed Damar,19,€1.00m, TSG 1899 Hoffenheim ,Germany,Attacking Midfield
1836,Jacob Bruun Larsen,24,€4.00m, TSG 1899 Hoffenheim ,Denmark,Left Winger
1837,Kasper Dolberg,25,€9.00m, TSG 1899 Hoffenheim ,Denmark,Centre-Forward
1838,Andrej Kramaric,31,€9.00m, TSG 1899 Hoffenheim ,Croatia,Centre-Forward
1839,Ihlas Bebou,28,€7.00m, TSG 1899 Hoffenheim ,Togo,Centre-Forward
1840,Munas Dabbur,30,€4.00m, TSG 1899 Hoffenheim ,Israel,Centre-Forward
1841,Fisnik Asllani,20,€800k, TSG 1899 Hoffenheim ,Germany,Centre-Forward
1842,Frederik Rönnow,30,€3.50m, 1.FC Union Berlin ,Denmark,Goalkeeper
1843,Lennart Grill,24,€1.00m, 1.FC Union Berlin ,Germany,Goalkeeper
1844,Jakob Busk,29,€250k, 1.FC Union Berlin ,Denmark,Goalkeeper
1845,Diogo Leite,24,€12.00m, 1.FC Union Berlin ,Portugal,Centre-Back
1846,Danilho Doekhi,24,€12.00m, 1.FC Union Berlin ,Netherlands,Centre-Back
1847,Paul Jaeckel,24,€5.50m, 1.FC Union Berlin ,Germany,Centre-Back
1848,Robin Knoche,30,€5.00m, 1.FC Union Berlin ,Germany,Centre-Back
1849,Timo Baumgartl,27,€3.50m, 1.FC Union Berlin ,Germany,Centre-Back
1850,Jérôme Roussillon,30,€3.00m, 1.FC Union Berlin ,Guadeloupe,Left-Back
1851,Niko Gießelmann,31,€2.00m, 1.FC Union Berlin ,Germany,Left-Back
1852,Josip Juranovic,27,€9.00m, 1.FC Union Berlin ,Croatia,Right-Back
1853,Christopher Trimmel,36,€800k, 1.FC Union Berlin ,Austria,Right-Back
1854,Rani Khedira,29,€8.00m, 1.FC Union Berlin ,Germany,Defensive Midfield
1855,Morten Thorsby,26,€7.00m, 1.FC Union Berlin ,Norway,Central Midfield
1856,Janik Haberer,29,€7.00m, 1.FC Union Berlin ,Germany,Central Midfield
1857,András Schäfer,24,€5.00m, 1.FC Union Berlin ,Hungary,Central Midfield
1858,Aïssa Laïdouni,26,€4.00m, 1.FC Union Berlin ,Tunisia,Central Midfield
1859,Paul Seguin,28,€3.00m, 1.FC Union Berlin ,Germany,Central Midfield
1860,Levin Öztunali,27,€1.50m, 1.FC Union Berlin ,Germany,Central Midfield
1861,Kevin Möhwald,29,€700k, 1.FC Union Berlin ,Germany,Central Midfield
1862,Milos Pantovic,26,€1.80m, 1.FC Union Berlin ,Serbia,Attacking Midfield
1863,Tim Maciejewski,22,€350k, 1.FC Union Berlin ,Germany,Right Winger
1864,Sheraldo Becker,28,€15.00m, 1.FC Union Berlin ,Suriname,Second Striker
1865,Jamie Leweling,22,€3.50m, 1.FC Union Berlin ,Germany,Second Striker
1866,Jordan,26,€9.00m, 1.FC Union Berlin ,United States,Centre-Forward
1867,Kevin Behrens,32,€1.50m, 1.FC Union Berlin ,Germany,Centre-Forward
1868,Sven Michel,32,€1.20m, 1.FC Union Berlin ,Germany,Centre-Forward
1869,Rafal Gikiewicz,35,€1.20m, FC Augsburg ,Poland,Goalkeeper
1870,Tomas Koubek,30,€1.00m, FC Augsburg ,Czech Republic,Goalkeeper
1871,Daniel Klein,22,€300k, FC Augsburg ,Germany,Goalkeeper
1872,Benjamin Leneis,24,€150k, FC Augsburg ,Germany,Goalkeeper
1873,Felix Uduokhai,25,€10.00m, FC Augsburg ,Germany,Centre-Back
1874,Reece Oxford,24,€9.00m, FC Augsburg ,England,Centre-Back
1875,Jeffrey Gouweleeuw,31,€3.50m, FC Augsburg ,Netherlands,Centre-Back
1876,Maximilian Bauer,23,€3.50m, FC Augsburg ,Germany,Centre-Back
1877,Iago,26,€5.50m, FC Augsburg ,Brazil,Left-Back
1878,Mads Pedersen,26,€2.50m, FC Augsburg ,Denmark,Left-Back
1879,David Colina,22,€1.50m, FC Augsburg ,Croatia,Left-Back
1880,Aaron Zehnter,18,€300k, FC Augsburg ,Germany,Left-Back
1881,Robert Gumny,24,€3.50m, FC Augsburg ,Poland,Right-Back
1882,Niklas Dorsch,25,€8.00m, FC Augsburg ,Germany,Defensive Midfield
1883,Renato Veiga,19,€1.00m, FC Augsburg ,Portugal,Defensive Midfield
1884,Tobias Strobl,32,€700k, FC Augsburg ,Germany,Defensive Midfield
1885,Julian Baumgartlinger,35,€600k, FC Augsburg ,Austria,Defensive Midfield
1886,Arne Maier,24,€5.50m, FC Augsburg ,Germany,Central Midfield
1887,Elvis Rexhbecaj,25,€3.50m, FC Augsburg ,Germany,Central Midfield
1888,Arne Engels,19,€3.50m, FC Augsburg ,Belgium,Central Midfield
1889,Fredrik Jensen,25,€2.50m, FC Augsburg ,Finland,Attacking Midfield
1890,Mert Kömür,17, , FC Augsburg ,Germany,Attacking Midfield
1891,Rubén Vargas,24,€6.00m, FC Augsburg ,Switzerland,Left Winger
1892,Nathanaël Mbuku,21,€4.00m, FC Augsburg ,France,Left Winger
1893,André Hahn,32,€2.00m, FC Augsburg ,Germany,Right Winger
1894,Noah Joel Sarenren Bazee,26,€800k, FC Augsburg ,Germany,Right Winger
1895,Daniel Caligiuri,35,€600k, FC Augsburg ,Italy,Right Winger
1896,Ermedin Demirovic,25,€12.00m, FC Augsburg ,Bosnia-Herzegovina,Centre-Forward
1897,Mergim Berisha,24,€12.00m, FC Augsburg ,Germany,Centre-Forward
1898,Dion Beljo,21,€6.50m, FC Augsburg ,Croatia,Centre-Forward
1899,Kelvin Yeboah,22,€3.50m, FC Augsburg ,Italy,Centre-Forward
1900,Irvin Cardona,25,€2.50m, FC Augsburg ,France,Centre-Forward
1901,Florian Müller,25,€1.50m, VfB Stuttgart ,Germany,Goalkeeper
1902,Fabian Bredlow,28,€1.50m, VfB Stuttgart ,Germany,Goalkeeper
1903,Florian Schock,21,€200k, VfB Stuttgart ,Germany,Goalkeeper
1904,Konstantinos Mavropanos,25,€15.00m, VfB Stuttgart ,Greece,Centre-Back
1905,Hiroki Ito,23,€7.50m, VfB Stuttgart ,Japan,Centre-Back
1906,Waldemar Anton,26,€4.50m, VfB Stuttgart ,Germany,Centre-Back
1907,Dan-Axel Zagadou,23,€3.50m, VfB Stuttgart ,France,Centre-Back
1908,Antonis Aidonis,21,€350k, VfB Stuttgart ,Germany,Centre-Back
1909,Borna Sosa,25,€15.00m, VfB Stuttgart ,Croatia,Left-Back
1910,Josha Vagnoman,22,€5.00m, VfB Stuttgart ,Germany,Right-Back
1911,Pascal Stenzel,27,€1.50m, VfB Stuttgart ,Germany,Right-Back
1912,Wataru Endo,30,€6.50m, VfB Stuttgart ,Japan,Defensive Midfield
1913,Atakan Karazor,26,€4.50m, VfB Stuttgart ,Germany,Defensive Midfield
1914,Enzo Millot,20,€2.50m, VfB Stuttgart ,France,Central Midfield
1915,Nikolas Nartey,23,€1.80m, VfB Stuttgart ,Denmark,Central Midfield
1916,Genki Haraguchi,31,€2.00m, VfB Stuttgart ,Japan,Attacking Midfield
1917,Lilian Egloff,20,€1.50m, VfB Stuttgart ,Germany,Attacking Midfield
1918,Ömer Beyaz,19,€700k, VfB Stuttgart ,Turkey,Attacking Midfield
1919,Laurin Ulrich,18,€500k, VfB Stuttgart ,Germany,Attacking Midfield
1920,Tanguy Coulibaly,22,€2.00m, VfB Stuttgart ,France,Left Winger
1921,Silas,24,€10.00m, VfB Stuttgart ,DR Congo,Right Winger
1922,Chris Führich,25,€4.00m, VfB Stuttgart ,Germany,Right Winger
1923,Gil Dias,26,€2.00m, VfB Stuttgart ,Portugal,Right Winger
1924,Serhou Guirassy,27,€10.00m, VfB Stuttgart ,Guinea,Centre-Forward
1925,Tiago Tomás,20,€7.00m, VfB Stuttgart ,Portugal,Centre-Forward
1926,Juan José Perea,23,€2.40m, VfB Stuttgart ,Colombia,Centre-Forward
1927,Luca Pfeiffer,26,€2.00m, VfB Stuttgart ,Germany,Centre-Forward
1928,Thomas Kastanaras,20,€700k, VfB Stuttgart ,Germany,Centre-Forward
1929,Alou Kuol,21,€300k, VfB Stuttgart ,Australia,Centre-Forward
1930,Robin Zentner,28,€5.00m, 1.FSV Mainz 05 ,Germany,Goalkeeper
1931,Finn Dahmen,25,€1.00m, 1.FSV Mainz 05 ,Germany,Goalkeeper
1932,Lasse Rieß,21,€200k, 1.FSV Mainz 05 ,Germany,Goalkeeper
1933,Maxim Leitsch,24,€3.50m, 1.FSV Mainz 05 ,Germany,Centre-Back
1934,Andreas Hanche-Olsen,26,€3.50m, 1.FSV Mainz 05 ,Norway,Centre-Back
1935,Stefan Bell,31,€2.50m, 1.FSV Mainz 05 ,Germany,Centre-Back
1936,Alexander Hack,29,€2.50m, 1.FSV Mainz 05 ,Germany,Centre-Back
1937,Philipp Schulz,17,€300k, 1.FSV Mainz 05 ,Germany,Centre-Back
1938,Anthony Caci,25,€8.50m, 1.FSV Mainz 05 ,France,Left-Back
1939,Aarón Martín,25,€7.00m, 1.FSV Mainz 05 ,Spain,Left-Back
1940,Silvan Widmer,30,€5.00m, 1.FSV Mainz 05 ,Switzerland,Right-Back
1941,Danny da Costa,29,€2.00m, 1.FSV Mainz 05 ,Germany,Right-Back
1942,Anton Stach,24,€15.00m, 1.FSV Mainz 05 ,Germany,Defensive Midfield
1943,Leandro Barreiro,23,€10.00m, 1.FSV Mainz 05 ,Luxembourg,Central Midfield
1944,Dominik Kohr,29,€4.00m, 1.FSV Mainz 05 ,Germany,Central Midfield
1945,Edimilson Fernandes,26,€3.00m, 1.FSV Mainz 05 ,Switzerland,Central Midfield
1946,Aymen Barkok,24,€1.50m, 1.FSV Mainz 05 ,Morocco,Central Midfield
1947,Eniss Shabani,19,€200k, 1.FSV Mainz 05 ,Germany,Central Midfield
1948,Jae-sung Lee,30,€4.00m, 1.FSV Mainz 05 ,"Korea, South",Attacking Midfield
1949,Delano Burgzorg,24,€2.00m, 1.FSV Mainz 05 ,Netherlands,Left Winger
1950,Brajan Gruda,18,€500k, 1.FSV Mainz 05 ,Germany,Right Winger
1951,Jonathan Burkardt,22,€12.00m, 1.FSV Mainz 05 ,Germany,Centre-Forward
1952,Ludovic Ajorque,29,€9.00m, 1.FSV Mainz 05 ,France,Centre-Forward
1953,Marcus Ingvartsen,27,€4.50m, 1.FSV Mainz 05 ,Denmark,Centre-Forward
1954,Karim Onisiwo,31,€3.50m, 1.FSV Mainz 05 ,Austria,Centre-Forward
1955,Nelson Weiper,18,€2.50m, 1.FSV Mainz 05 ,Germany,Centre-Forward
1956,Marlon Mustapha,21,€1.00m, 1.FSV Mainz 05 ,Austria,Centre-Forward
1957,Marvin Schwäbe,27,€5.00m, 1. FC Köln ,Germany,Goalkeeper
1958,Timo Horn,29,€1.50m, 1. FC Köln ,Germany,Goalkeeper
1959,Julian Roloff,22,€100k, 1. FC Köln ,Germany,Goalkeeper
1960,Matthias Köbbing,25,€25k, 1. FC Köln ,Germany,Goalkeeper
1961,Timo Hübers,26,€7.50m, 1. FC Köln ,Germany,Centre-Back
1962,Luca Kilian,23,€4.50m, 1. FC Köln ,Germany,Centre-Back
1963,Julian Chabot,25,€3.50m, 1. FC Köln ,Germany,Centre-Back
1964,Nikola Soldo,22,€1.50m, 1. FC Köln ,Croatia,Centre-Back
1965,Rijad Smajic,18,€200k, 1. FC Köln ,Bosnia-Herzegovina,Centre-Back
1966,Elias Bakatukanda,19, , 1. FC Köln ,Germany,Centre-Back
1967,Jonas Hector,32,€3.50m, 1. FC Köln ,Germany,Left-Back
1968,Kristian Pedersen,28,€1.50m, 1. FC Köln ,Denmark,Left-Back
1969,Benno Schmitz,28,€3.00m, 1. FC Köln ,Germany,Right-Back
1970,Kingsley Schindler,29,€1.00m, 1. FC Köln ,Ghana,Right-Back
1971,Ellyes Skhiri,27,€13.00m, 1. FC Köln ,Tunisia,Defensive Midfield
1972,Dejan Ljubicic,25,€10.00m, 1. FC Köln ,Austria,Defensive Midfield
1973,Eric Martel,20,€6.50m, 1. FC Köln ,Germany,Defensive Midfield
1974,Georg Strauch,22,€200k, 1. FC Köln ,Germany,Defensive Midfield
1975,Denis Huseinbasic,21,€5.00m, 1. FC Köln ,Germany,Central Midfield
1976,Mathias Olesen,22,€1.20m, 1. FC Köln ,Luxembourg,Central Midfield
1977,Joshua Schwirten,21,€200k, 1. FC Köln ,Germany,Central Midfield
1978,Florian Kainz,30,€4.00m, 1. FC Köln ,Austria,Left Winger
