,Player,Value,Nation,Pos,Pos2,Squad,Comp,Age,MP,Starts,Min,Goals,Shots,SoT,SoT%,G/Sh,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotCmp%,PasShoCmp%,PasMedCmp%,PasLonCmp%,Assists,PPA,CrsPA,PasAtt,PasFK,PasPress,Sw,PasCrs,CK,PaswLeft,PaswRight,PasInt,SCA,GCA,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDri%,Press,Blocks,BlkSh,BlkShSv,Int,Tkl+Int,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,DriSucc,DriAtt,DriSucc%,Carries,CarTotDist,CarPrgDist,CarDis,Rec,Rec%,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,PKcon,OG,AerWon,AerLost,AerWon%,stats_id,player_id
829,Gonzalo Escalante,200000000,ARG,2,N/A,Lazio,Serie A,29,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,80.0,100.0,75.0,0.0,0.0,0.0,0.0,50.0,10.0,20.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,100.0,30.0,20.0,10.0,0.0,0.0,10.0,20.0,60.0,30.0,10.0,0.0,0.0,0.0,40.0,60.0,0.0,10.0,40.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,830,830
830,Gonzalo Escalante,200000000,ARG,2,N/A,Alavés,La Liga,29,17.0,15.0,1300.0,0.35,1.18,0.63,52.9,0.29,11.3,0.0,0.0,0.0,19.3,69.0,76.4,73.6,48.4,0.0,0.28,0.0,28.0,0.07,7.78,0.63,0.21,0.0,2.43,19.3,1.04,1.18,0.21,0.76,1.25,0.07,0.76,30.6,19.0,2.36,0.21,0.0,2.29,4.38,2.71,9.38,23.3,8.68,0.42,0.76,54.5,17.7,71.0,35.8,0.76,19.1,82.1,0.56,0.07,0.07,2.08,1.88,0.21,0.21,0.0,0.0,2.78,1.94,58.8,831,831
832,Sergio Escudero,180000000,ESP,1,MF,Granada,La Liga,32,27.0,15.0,1434.0,0.13,1.32,0.19,14.3,0.1,26.5,0.25,0.0,0.0,33.0,72.7,85.9,78.9,46.5,0.06,0.82,0.25,45.3,1.51,6.48,1.26,2.2,0.31,28.7,3.84,1.26,2.33,0.25,1.45,1.19,0.31,1.26,43.5,14.8,2.26,0.25,0.0,2.08,5.03,3.02,17.7,29.7,13.3,0.19,0.82,23.1,27.8,120.4,64.8,0.94,26.0,86.8,0.38,0.0,0.0,1.01,1.38,0.31,2.2,0.06,0.0,2.45,2.2,52.7,833,833
833,Alfonso Espino,400000000,URU,1,N/A,Cádiz,La Liga,30,37.0,37.0,3329.0,0.05,0.73,0.22,29.6,0.07,20.3,0.0,0.0,0.0,30.4,63.2,83.2,71.3,38.1,0.05,0.95,0.59,48.1,1.46,6.19,2.41,2.84,0.19,28.9,7.22,2.14,1.95,0.11,1.65,1.05,0.35,1.16,37.1,19.6,2.27,0.32,0.0,2.46,5.51,4.22,21.7,27.1,14.9,0.62,1.08,57.5,31.1,166.6,91.1,0.76,27.5,89.3,0.16,0.0,0.0,1.57,1.3,0.16,2.84,0.03,0.0,1.49,1.81,45.1,834,834
834,Michael Esser,400000,GER,4,N/A,Bochum,Bundesliga,34,3.0,3.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,59.7,100.0,100.0,35.7,0.0,0.0,0.0,44.7,1.0,8.33,0.0,0.0,0.0,4.67,34.0,0.67,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,43.3,47.7,0.0,0.0,0.0,0.0,0.0,21.0,120.0,57.7,0.0,25.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,835,835
836,Maxime Estève,500000000,FRA,1,N/A,Montpellier,Ligue 1,20,24.0,20.0,1857.0,0.0,0.24,0.05,20.0,0.0,7.0,0.0,0.0,0.0,34.0,86.0,89.9,91.4,72.3,0.0,0.05,0.0,39.5,1.26,3.54,1.5,0.0,0.0,25.1,10.7,1.12,0.24,0.0,1.21,0.39,0.05,0.68,51.9,11.9,1.7,1.17,0.05,2.14,3.79,8.3,28.9,21.7,1.07,0.1,0.15,66.7,28.5,181.8,97.1,0.24,29.4,99.0,0.1,0.0,0.0,0.44,0.39,0.0,0.0,0.0,0.0,1.75,1.46,54.5,837,837
837,Pervis Estupiñán,2000000000,ECU,1,N/A,Villarreal,La Liga,24,28.0,17.0,1575.0,0.0,0.8,0.23,28.6,0.0,19.5,0.0,0.0,0.0,47.8,79.1,88.9,81.6,57.3,0.06,1.83,0.86,60.4,0.74,9.14,1.09,3.6,0.06,41.6,6.29,1.83,1.43,0.17,1.26,0.57,0.29,0.97,60.7,13.2,2.11,0.34,0.0,2.74,4.86,3.09,19.1,32.9,23.7,1.03,1.66,62.1,44.1,216.6,110.3,1.03,42.1,87.9,0.17,0.0,0.0,1.54,0.69,0.63,3.6,0.06,0.0,1.66,1.37,54.7,838,838
839,Jonny Evans,300000000,NIR,1,N/A,Leicester City,Premier League,34,18.0,16.0,1348.0,0.07,0.2,0.13,66.7,0.33,5.7,0.0,0.0,0.0,54.1,83.2,88.0,92.1,58.2,0.07,0.27,0.07,65.1,2.13,8.6,0.93,0.2,0.0,22.5,36.2,1.33,0.53,0.13,1.2,0.47,0.13,1.07,57.1,8.2,1.47,0.87,0.0,2.07,3.87,12.1,42.1,32.5,2.67,0.07,0.13,50.0,45.6,208.9,104.3,0.07,48.1,97.6,0.2,0.0,0.0,1.07,0.8,0.0,0.2,0.0,0.0,3.53,1.2,74.6,840,840
840,Eberechi Eze,3000000000,ENG,2,FW,Crystal Palace,Premier League,23,13.0,6.0,605.0,0.15,1.49,0.15,10.0,0.1,20.2,0.15,0.0,0.0,34.9,76.7,85.7,83.0,56.9,0.15,1.04,0.3,45.5,1.64,9.85,1.64,1.49,2.84,9.7,32.5,1.79,3.28,0.3,0.6,0.45,0.45,0.9,50.0,12.8,1.04,0.15,0.0,1.19,2.69,0.6,6.87,32.5,23.0,1.64,2.99,55.0,41.5,218.1,115.1,2.39,39.9,82.2,0.15,0.0,0.0,1.04,2.09,0.0,1.49,0.0,0.0,1.79,1.64,52.2,841,841
843,Fabinho,4500000000,BRA,2,N/A,Liverpool,Premier League,28,29.0,26.0,2314.0,0.19,0.74,0.27,36.8,0.16,18.8,0.04,0.08,0.08,52.2,88.1,90.3,91.8,76.1,0.04,0.62,0.04,59.2,1.25,8.91,0.7,0.23,0.0,4.47,50.2,0.93,1.52,0.19,0.66,1.28,0.27,0.74,30.6,16.1,1.98,0.39,0.0,2.18,4.4,1.91,14.7,45.0,12.9,0.31,0.43,72.7,44.0,175.1,83.8,0.62,47.0,96.2,0.27,0.0,0.0,1.91,1.52,0.0,0.23,0.0,0.0,1.75,1.09,61.6,844,844
846,Wout Faes,2000000000,BEL,1,N/A,Reims,Ligue 1,24,37.0,37.0,3330.0,0.11,0.62,0.24,39.1,0.17,13.0,0.0,0.0,0.0,33.9,87.7,91.9,95.3,71.8,0.0,0.05,0.0,38.7,1.24,3.43,1.19,0.05,0.0,6.24,29.9,0.65,0.49,0.0,0.81,0.32,0.03,0.57,58.3,5.54,1.59,1.05,0.0,2.19,3.35,10.3,32.4,19.0,1.78,0.19,0.24,77.8,29.2,175.4,108.5,0.14,30.5,98.2,0.05,0.0,0.0,0.62,0.7,0.0,0.05,0.05,0.0,1.35,1.03,56.8,847,847
848,Romain Faivre,800000000,FRA,2,N/A,Brest,Ligue 1,23,21.0,20.0,1795.0,0.35,1.61,0.65,40.6,0.06,21.8,0.2,0.25,0.25,33.5,77.6,86.0,81.3,57.2,0.25,1.41,0.25,43.2,1.36,5.93,2.41,2.26,3.32,34.9,6.73,1.66,3.62,0.4,1.01,0.35,0.25,0.6,34.3,14.7,0.6,0.0,0.0,1.31,2.91,0.95,8.39,26.8,28.1,2.46,5.03,49.0,42.5,298.1,183.3,2.41,39.1,85.3,0.05,0.0,0.0,0.7,1.46,0.05,2.26,0.0,0.0,0.4,0.8,33.3,849,849
849,Romain Faivre,800000000,FRA,3,MF,Lyon,Ligue 1,23,14.0,9.0,889.0,0.3,2.02,0.61,30.0,0.15,17.6,0.1,0.0,0.0,49.4,82.0,85.6,89.0,65.6,0.0,1.52,0.4,60.2,2.02,9.19,2.73,2.53,3.74,52.7,5.96,2.42,4.85,0.51,0.51,0.2,0.3,0.51,33.3,13.9,0.51,0.0,0.0,0.71,1.72,0.81,7.47,37.6,33.7,2.63,4.55,57.8,54.5,393.5,247.9,1.11,54.5,89.9,0.0,0.0,0.0,1.41,2.02,0.1,2.53,0.0,0.0,0.3,0.4,42.9,850,850
850,Radamel Falcao,200000000,COL,3,N/A,Rayo Vallecano,La Liga,36,22.0,8.0,838.0,0.65,3.55,1.61,45.5,0.18,12.7,0.22,0.0,0.0,14.3,76.4,79.3,79.4,85.7,0.0,0.22,0.11,18.7,0.0,6.99,0.22,0.32,0.0,3.33,12.0,0.54,1.51,0.32,0.11,0.11,0.11,0.0,0.0,15.9,0.54,0.11,0.0,0.0,0.32,1.29,2.26,16.7,13.9,0.32,0.65,50.0,17.0,55.2,23.8,1.61,24.3,49.5,0.11,0.0,0.0,2.15,1.94,1.61,0.32,0.0,0.0,3.66,4.84,43.0,851,851
852,Wladimiro Falcone,500000000,ITA,4,N/A,Sampdoria,Serie A,27,10.0,9.0,855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3,69.8,97.9,97.8,51.6,0.0,0.0,0.0,37.7,2.32,3.89,0.74,0.0,0.0,3.79,27.3,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,39.3,41.3,0.11,0.0,0.0,0.0,0.0,18.5,72.1,40.1,0.0,19.7,99.5,0.21,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,853,853
853,Fali,250000000,ESP,1,MF,Cádiz,La Liga,28,28.0,23.0,1803.0,0.0,0.75,0.0,0.0,0.0,16.0,0.1,0.0,0.0,26.1,77.6,88.6,85.2,59.8,0.1,0.25,0.05,33.7,1.1,3.6,1.1,0.4,0.0,6.6,23.3,0.6,0.6,0.1,1.5,0.4,0.0,0.8,51.6,10.4,1.85,0.8,0.0,1.75,3.65,6.75,23.4,20.4,3.0,0.05,0.15,33.3,22.7,131.1,68.8,0.3,23.2,95.7,0.3,0.0,0.0,1.0,0.55,0.0,0.4,0.0,0.0,2.0,1.45,58.0,854,854
855,Omar Faraj,600000,SWE,3,N/A,Levante,La Liga,20,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,100.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,4.0,23.0,5.0,1.0,2.0,66.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,856,856
856,Davide Faraoni,350000000,ITA,1,N/A,Hellas Verona,Serie A,30,32.0,30.0,2572.0,0.14,1.01,0.31,31.0,0.14,14.0,0.0,0.0,0.0,33.5,70.1,82.0,74.5,49.0,0.17,2.1,0.77,47.9,0.63,5.8,1.4,2.52,0.0,5.07,29.9,2.1,1.47,0.31,1.54,0.66,0.21,0.7,33.3,13.0,2.48,0.28,0.0,1.12,3.53,3.57,16.3,27.0,18.9,0.56,1.33,42.1,31.7,99.4,52.9,0.8,32.2,86.3,0.28,0.03,0.03,1.01,1.19,0.21,2.52,0.03,0.0,1.61,2.31,41.1,857,857
857,Mohamed Fares,300000000,ALG,1,FW,Genoa,Serie A,26,9.0,6.0,587.0,0.31,2.0,0.46,23.1,0.15,12.9,0.0,0.0,0.0,27.4,69.0,83.2,66.7,57.4,0.15,1.69,0.92,39.7,0.77,7.23,2.15,2.92,0.0,26.9,3.54,1.54,2.62,0.46,0.46,1.08,0.0,0.46,42.9,12.8,1.69,0.46,0.0,2.46,4.0,1.69,14.8,22.6,18.8,1.08,2.46,43.8,30.2,143.4,78.8,1.38,30.0,83.0,0.31,0.0,0.0,1.85,1.23,0.0,2.92,0.0,0.0,1.85,2.46,42.9,858,858
862,Ansu Fati,3500000000,ESP,3,N/A,Barcelona,La Liga,19,10.0,3.0,336.0,1.08,4.86,2.16,44.4,0.22,16.8,0.27,0.0,0.0,36.8,82.9,87.8,83.3,66.7,0.0,1.08,0.0,44.3,0.81,7.3,0.54,1.08,1.08,6.22,37.3,2.7,2.7,0.54,0.0,0.54,0.54,0.0,0.0,19.2,1.35,0.0,0.0,0.81,1.89,0.0,3.24,23.0,40.3,1.62,4.05,40.0,48.1,230.3,140.5,2.7,52.7,81.9,0.0,0.0,0.0,2.7,3.24,0.81,1.08,0.0,0.0,0.27,0.54,33.3,863,863
865,Federico Fazio,600000,ARG,1,N/A,Salernitana,Serie A,35,16.0,16.0,1434.0,0.06,1.01,0.19,18.8,0.06,12.3,0.0,0.0,0.0,32.6,82.9,88.1,87.7,64.0,0.0,0.31,0.06,39.3,2.14,6.6,0.82,0.31,0.0,8.68,24.4,0.88,0.94,0.06,0.5,0.31,0.13,0.44,63.6,10.0,1.89,1.07,0.0,2.89,3.84,7.36,24.0,25.9,5.22,0.69,0.82,84.6,25.2,169.4,99.7,0.38,26.0,95.4,0.19,0.06,0.06,1.07,1.19,0.06,0.31,0.13,0.0,4.28,1.19,78.2,866,866
867,Adrian Fein,600000,GER,2,N/A,Greuther Fürth,Bundesliga,23,3.0,0.0,32.0,0.0,2.5,0.0,0.0,0.0,26.0,0.0,0.0,0.0,15.0,66.7,66.7,100.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2.5,0.0,0.0,5.0,5.0,0.0,5.0,25.0,7.5,0.0,0.0,0.0,22.5,125.0,90.0,2.5,20.0,80.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,868,868
868,Nabil Fekir,3000000000,FRA,2,N/A,Betis,La Liga,28,34.0,33.0,2794.0,0.19,2.71,1.0,36.9,0.07,21.2,0.32,0.0,0.0,39.2,80.7,92.6,85.7,52.8,0.26,1.35,0.1,48.6,2.45,8.58,2.74,2.03,4.19,42.5,4.52,1.26,5.19,0.61,0.19,0.94,0.42,0.16,18.5,19.4,0.55,0.03,0.0,0.52,2.06,0.23,4.06,30.9,33.1,1.84,3.32,55.3,48.3,260.4,139.1,2.71,47.3,82.0,0.23,0.03,0.0,2.29,3.77,0.29,2.03,0.0,0.0,0.97,2.1,31.6,869,869
869,Felipe,300000000,BRA,1,N/A,Atlético Madrid,La Liga,33,26.0,15.0,1504.0,0.12,0.66,0.24,36.4,0.18,8.8,0.0,0.0,0.0,39.5,83.1,91.1,89.6,62.8,0.06,0.06,0.0,47.5,1.86,5.69,1.56,0.0,0.0,5.51,35.0,1.14,0.54,0.06,0.78,0.42,0.12,0.48,50.0,8.5,1.5,0.78,0.0,1.92,3.23,8.14,31.1,27.5,2.04,0.24,0.24,100.0,32.4,188.3,85.2,0.24,32.7,96.0,0.3,0.06,0.0,1.62,0.84,0.12,0.0,0.0,0.0,3.71,1.8,67.4,870,870
870,Luiz Felipe,1500000000,ITA,1,N/A,Lazio,Serie A,25,31.0,28.0,2491.0,0.0,0.18,0.04,20.0,0.0,12.0,0.0,0.0,0.0,60.4,92.0,93.2,94.6,83.4,0.0,0.11,0.0,65.6,2.02,4.84,1.34,0.07,0.0,6.64,55.4,1.08,0.47,0.04,1.01,0.72,0.07,0.61,51.5,6.5,2.02,1.3,0.07,1.52,3.32,11.9,41.2,37.2,1.66,0.11,0.14,75.0,48.3,251.7,127.9,0.25,54.9,98.9,0.32,0.04,0.0,1.12,0.76,0.0,0.07,0.0,0.0,2.02,1.59,56.0,871,871
872,João Félix,5000000000,POR,3,MF,Atlético Madrid,La Liga,22,24.0,13.0,1263.0,0.57,2.79,1.07,38.5,0.21,14.5,0.07,0.0,0.0,24.4,74.3,86.8,72.2,52.9,0.29,1.86,0.21,32.9,0.64,7.57,1.07,1.29,0.14,2.71,26.8,1.93,3.14,0.71,0.29,0.07,0.07,0.0,0.0,9.5,0.29,0.07,0.0,0.57,1.0,0.71,4.0,24.4,22.6,1.86,3.57,52.0,35.1,181.6,115.1,1.43,38.6,72.9,0.21,0.07,0.07,1.21,4.79,0.64,1.29,0.0,0.0,1.71,1.93,47.1,873,873
873,Kiko Femenía,250000000,ESP,1,N/A,Watford,Premier League,31,27.0,26.0,2142.0,0.0,0.13,0.04,33.3,0.0,19.6,0.0,0.0,0.0,36.0,71.6,88.5,73.9,32.6,0.21,0.71,0.38,50.3,1.18,4.33,0.97,2.31,1.51,4.96,31.8,1.6,1.64,0.25,1.22,0.46,0.13,1.01,58.5,9.54,1.64,0.42,0.0,2.65,4.45,4.92,19.7,24.5,18.8,0.34,0.71,47.1,29.1,153.9,74.9,0.42,27.9,90.7,0.08,0.0,0.0,0.67,0.67,0.08,2.31,0.0,0.0,0.88,1.05,45.7,874,874
874,Evan Ferguson,1000000000,IRL,2,N/A,Brighton,Premier League,17,1.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,85.7,75.0,100.0,100.0,0.0,3.33,3.33,23.3,0.0,13.3,3.33,3.33,0.0,6.67,13.3,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,26.7,0.0,0.0,0.0,13.3,23.3,0.0,0.0,26.7,72.7,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,3.33,10.0,25.0,875,875
875,Nathan Ferguson,200000000,ENG,1,N/A,Crystal Palace,Premier League,21,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,876,876
876,Bruno Fernandes,7500000000,POR,2,N/A,Manchester Utd,Premier League,27,36.0,35.0,3111.0,0.29,2.51,0.84,33.3,0.11,21.2,0.17,0.0,0.06,44.0,75.3,86.5,81.5,54.3,0.17,2.46,0.43,58.5,1.3,9.94,3.06,2.37,1.94,3.84,52.1,2.83,4.19,0.29,0.87,0.64,0.2,0.69,32.4,17.6,0.84,0.0,0.0,1.1,2.8,1.97,11.1,33.3,29.9,0.66,1.47,45.1,47.4,218.6,122.7,1.39,51.3,83.2,0.29,0.0,0.0,1.27,1.73,0.09,2.37,0.0,0.0,0.66,0.95,41.1,877,877
877,Edimilson Fernandes,300000000,SUI,1,FW,Arminia,Bundesliga,26,7.0,2.0,283.0,0.0,1.29,0.65,50.0,0.0,43.7,0.0,0.0,0.0,30.0,75.0,92.2,76.2,54.5,0.0,2.26,0.97,40.0,0.32,10.3,1.61,2.58,0.97,4.19,32.6,0.0,3.23,0.0,0.0,0.65,0.32,0.32,25.0,15.8,1.29,0.65,0.32,0.65,1.61,3.87,7.74,21.9,22.9,0.97,1.61,60.0,35.8,160.3,73.9,2.9,32.3,83.3,0.0,0.0,0.0,0.97,0.65,0.0,2.58,0.0,0.0,1.29,0.97,57.1,878,878
878,Aitor Fernández,300000000,ESP,4,N/A,Levante,La Liga,31,13.0,13.0,1166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,70.1,100.0,97.4,48.6,0.0,0.08,0.0,29.3,2.15,1.46,0.92,0.0,0.0,2.23,20.8,0.23,0.0,0.0,0.0,0.08,0.0,0.08,100.0,0.23,0.0,0.0,0.0,0.0,0.08,28.0,31.5,0.62,0.0,0.0,0.0,0.0,14.1,48.2,32.2,0.0,12.2,100.0,0.08,0.08,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,879,879
879,Álex Fernández,500000000,ESP,2,N/A,Cádiz,La Liga,29,32.0,22.0,2051.0,0.13,0.83,0.26,31.6,0.11,19.6,0.0,0.04,0.09,35.8,79.8,89.9,86.0,60.9,0.09,0.66,0.22,44.9,1.49,6.62,2.37,1.49,1.4,8.64,33.6,1.45,1.67,0.09,1.1,0.75,0.31,0.79,37.5,22.5,1.84,0.35,0.0,1.67,3.82,2.19,12.9,33.2,12.5,0.44,0.96,45.5,35.9,187.1,95.7,1.14,34.9,90.5,0.09,0.0,0.0,0.83,1.18,0.09,1.49,0.0,0.0,1.01,2.06,32.9,880,880
880,Álvaro Fernández,300000000,ESP,4,N/A,Brentford,Premier League,24,12.0,12.0,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8,64.4,97.0,98.0,38.9,0.0,0.0,0.0,41.7,2.92,2.83,0.67,0.0,0.0,3.92,30.7,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.7,44.0,0.58,0.0,0.0,0.0,0.0,22.3,100.3,60.8,0.0,22.8,100.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.08,0.0,0.0,0.0,881,881
883,Fernando,1000000000,BRA,2,DF,Sevilla,La Liga,34,24.0,21.0,1850.0,0.05,0.34,0.05,14.3,0.14,15.6,0.0,0.0,0.0,54.4,89.8,93.1,94.8,80.5,0.05,0.24,0.0,60.6,1.65,5.87,3.2,0.1,0.0,4.81,51.1,1.07,1.12,0.15,0.83,0.49,0.1,0.49,27.0,9.76,1.7,0.63,0.0,2.04,3.45,6.31,26.4,39.3,7.52,0.29,0.44,66.7,46.0,194.4,96.0,0.39,48.2,97.2,0.29,0.0,0.0,0.92,0.63,0.05,0.1,0.0,0.0,2.04,2.18,48.3,884,884
884,Alex Ferrari,150000000,ITA,1,N/A,Sampdoria,Serie A,27,23.0,20.0,1643.0,0.05,0.22,0.05,25.0,0.25,17.3,0.0,0.0,0.0,37.6,84.6,85.0,92.1,70.8,0.0,0.22,0.0,44.4,2.57,5.52,0.55,0.22,0.0,9.07,31.6,1.09,0.38,0.0,1.69,0.6,0.11,1.15,55.3,13.1,2.3,1.2,0.0,2.95,5.36,8.63,32.2,24.0,2.13,0.22,0.66,33.3,32.9,171.0,76.0,0.27,32.0,98.3,0.22,0.0,0.0,1.58,1.37,0.0,0.22,0.05,0.0,1.31,1.37,49.0,885,885
886,Jordan Ferri,500000000,FRA,2,N/A,Montpellier,Ligue 1,30,34.0,33.0,2911.0,0.0,0.4,0.06,15.4,0.0,24.1,0.0,0.0,0.0,65.0,83.9,90.0,89.4,70.1,0.06,0.87,0.15,77.5,2.32,9.6,3.13,0.77,0.06,3.34,70.8,2.51,2.14,0.09,0.93,1.05,0.09,0.77,28.1,17.8,1.08,0.19,0.0,1.27,3.34,3.9,30.2,52.5,11.8,1.08,1.61,67.3,64.0,339.6,192.9,1.76,66.1,95.8,0.4,0.03,0.03,1.67,2.26,0.0,0.77,0.03,0.0,0.53,1.21,30.4,887,887
888,Fidel,100000000,ESP,2,FW,Elche,La Liga,32,33.0,29.0,2261.0,0.2,0.64,0.28,43.8,0.25,15.4,0.04,0.04,0.04,32.4,74.2,85.8,78.9,48.7,0.24,0.84,0.36,43.6,0.96,7.33,1.51,2.07,1.79,38.4,3.23,2.67,2.87,0.4,0.6,0.48,0.44,0.52,27.1,15.4,0.6,0.04,0.0,0.72,2.23,1.59,9.96,27.5,20.7,0.92,2.19,41.8,39.0,190.9,116.8,2.07,39.8,84.0,0.36,0.0,0.0,1.2,1.35,0.28,2.07,0.04,0.0,0.28,1.0,21.9,889,889
889,Karol Fila,100000000,POL,1,N/A,Strasbourg,Ligue 1,23,16.0,7.0,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.1,77.8,90.9,76.2,50.0,0.0,1.77,0.32,61.8,1.45,6.94,0.48,2.42,0.0,4.52,44.7,1.77,1.13,0.16,0.97,0.81,0.48,0.81,71.4,16.8,2.26,0.32,0.0,0.97,3.23,1.29,13.1,33.2,27.3,0.16,0.97,16.7,43.4,169.0,79.0,0.32,44.4,84.9,0.48,0.0,0.0,1.29,1.45,0.0,2.42,0.0,0.0,1.29,0.81,61.5,890,890
892,Vincenzo Fiorillo,300000,ITA,4,N/A,Salernitana,Serie A,32,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,74.2,0.0,100.0,66.7,0.0,0.0,0.0,31.0,1.0,5.0,0.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,34.0,0.0,0.0,0.0,0.0,0.0,14.0,42.0,21.0,0.0,15.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,893,893
893,Roberto Firmino,2200000000,BRA,3,N/A,Liverpool,Premier League,30,20.0,10.0,990.0,0.45,2.73,1.0,36.7,0.17,15.1,0.0,0.0,0.0,35.7,78.4,88.5,75.9,72.4,0.36,1.0,0.09,45.5,0.09,10.7,0.82,0.73,0.0,4.55,37.9,2.73,3.36,0.55,0.45,1.55,1.09,0.36,26.7,22.6,1.82,0.0,0.0,0.36,3.45,0.36,4.73,30.3,29.8,1.55,2.91,53.1,41.1,184.6,95.5,2.36,46.0,73.3,0.27,0.0,0.0,0.82,0.82,0.27,0.73,0.0,0.0,1.18,2.73,30.2,894,894
894,Junior Firpo,1200000000,ESP,1,N/A,Leeds United,Premier League,25,24.0,19.0,1711.0,0.0,0.63,0.05,8.3,0.0,13.3,0.0,0.0,0.0,40.8,83.2,88.8,86.9,56.4,0.11,0.95,0.37,49.0,0.53,7.0,0.74,1.42,0.0,31.7,6.58,1.68,2.26,0.21,2.16,1.42,0.26,1.74,48.5,18.7,1.95,0.42,0.05,1.74,5.58,3.47,19.9,29.8,15.5,0.53,1.11,47.6,35.6,177.9,114.6,0.63,34.7,90.8,0.58,0.0,0.0,2.63,1.05,0.05,1.42,0.0,0.05,1.74,1.11,61.1,895,895
895,Mark Flekken,700000000,NED,4,N/A,Freiburg,Bundesliga,28,32.0,32.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,68.3,99.0,98.6,51.7,0.0,0.06,0.0,41.7,3.0,2.81,1.56,0.0,0.0,7.5,29.2,0.31,0.22,0.03,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.0,0.0,0.0,0.0,36.9,43.5,0.44,0.0,0.03,0.03,100.0,23.7,144.6,78.8,0.0,22.8,99.9,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,896,896
