,Player,Value,Nation,Pos,Pos2,Squad,Comp,Age,MP,Starts,Min,Goals,Shots,SoT,SoT%,G/Sh,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotCmp%,PasShoCmp%,PasMedCmp%,PasLonCmp%,Assists,PPA,CrsPA,PasAtt,PasFK,PasPress,Sw,PasCrs,CK,PaswLeft,PaswRight,PasInt,SCA,GCA,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDri%,Press,Blocks,BlkSh,BlkShSv,Int,Tkl+Int,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,DriSucc,DriAtt,DriSucc%,Carries,CarTotDist,CarPrgDist,CarDis,Rec,Rec%,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,PKcon,OG,AerWon,AerLost,AerWon%,stats_id,player_id,predicted_value
973,Unai García,250000000,ESP,1,N/A,Osasuna,La Liga,30,18.0,15.0,1408.0,0.0,0.51,0.0,0.0,0.0,16.8,0.0,0.0,0.0,26.6,74.9,79.3,85.2,60.3,0.0,0.13,0.0,35.5,2.88,4.42,3.46,0.19,0.0,1.86,28.8,0.71,0.32,0.0,1.28,0.45,0.13,1.15,75.0,7.76,1.86,0.71,0.0,2.24,4.1,6.86,22.6,24.0,2.76,0.13,0.26,50.0,21.8,125.7,69.7,0.06,23.3,97.3,0.32,0.0,0.0,0.9,0.45,0.0,0.19,0.06,0.0,2.5,2.37,51.3,974,974,249284993.4397487
974,Alejandro Garnacho,2500000000,ESP,3,N/A,Manchester Utd,Premier League,17,2.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,20.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,30.0,110.0,40.0,0.0,30.0,42.9,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,975,975,119421503.16756296
975,Mario Gaspar,0,ESP,1,N/A,Villarreal,La Liga,31,12.0,7.0,623.0,0.0,0.58,0.14,25.0,0.0,17.0,0.0,0.0,0.0,43.2,81.0,88.9,82.2,65.5,0.0,0.72,0.43,53.3,1.45,5.22,1.01,1.16,0.0,2.61,38.8,1.59,1.01,0.14,0.72,0.72,0.29,1.01,50.0,11.6,1.74,0.58,0.0,1.3,3.04,3.77,21.7,29.7,14.1,0.43,0.72,60.0,32.8,148.7,99.9,0.43,37.4,90.5,0.14,0.0,0.0,1.3,0.29,0.0,1.16,0.0,0.0,2.03,1.16,63.6,976,976,193702283.80186805
976,Djeidi Gassama,450000,FRA,3,N/A,Paris S-G,Ligue 1,18,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977,977,79545537.68217885
977,Johan Gastien,800000,FRA,2,N/A,Clermont Foot,Ligue 1,34,32.0,32.0,2746.0,0.0,0.79,0.23,29.2,0.0,23.4,0.03,0.0,0.0,70.5,82.6,88.1,89.4,70.8,0.03,0.72,0.16,85.3,4.2,8.03,5.54,0.85,1.28,12.6,69.0,2.98,2.1,0.3,0.79,1.05,0.1,0.79,27.9,19.8,1.87,0.39,0.0,2.46,4.39,7.11,35.6,53.0,11.6,0.49,0.98,50.0,63.7,257.2,125.7,0.85,69.1,96.3,0.26,0.07,0.0,1.08,1.28,0.0,0.85,0.03,0.03,0.69,0.98,41.2,978,978,1385317636.2228818
978,Dwight Gayle,0,ENG,3,N/A,Newcastle Utd,Premier League,31,8.0,0.0,38.0,0.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,27.5,84.6,90.0,100.0,0.0,0.0,0.0,0.0,32.5,0.0,7.5,0.0,0.0,0.0,0.0,27.5,0.0,5.0,0.0,0.0,2.5,0.0,0.0,0.0,45.0,0.0,0.0,0.0,2.5,5.0,0.0,0.0,32.5,27.5,0.0,2.5,0.0,37.5,100.0,70.0,0.0,42.5,60.7,2.5,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.5,7.5,25.0,979,979,-113907027.73802437
979,Jean-Philippe Gbamin,650000000,CIV,2,N/A,Everton,Premier League,26,3.0,1.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9,76.2,85.7,60.0,50.0,0.0,0.0,0.0,30.0,1.43,4.29,1.43,0.0,0.0,5.71,20.0,1.43,0.0,0.0,1.43,1.43,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,2.86,1.43,11.4,31.4,1.43,1.43,2.86,50.0,27.1,161.4,98.6,2.86,25.7,90.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0,0.0,1.43,0.0,100.0,980,980,97596251.04840118
980,David de Gea,1500000000,ESP,4,N/A,Manchester Utd,Premier League,31,38.0,38.0,3420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,70.9,99.2,97.3,47.0,0.0,0.0,0.0,24.0,1.45,1.61,0.63,0.0,0.0,1.21,18.5,0.5,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,24.8,26.6,0.03,0.0,0.0,0.0,0.0,10.1,41.8,19.3,0.0,9.92,99.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,981,981,1194007090.4546237
981,Linus Gechter,0,GER,1,N/A,Hertha BSC,Bundesliga,18,13.0,6.0,716.0,0.13,0.63,0.13,20.0,0.2,8.1,0.0,0.0,0.0,37.8,79.7,92.5,91.4,51.5,0.0,0.25,0.13,47.4,1.0,5.88,1.75,0.25,0.0,7.0,37.3,0.38,0.88,0.13,1.5,0.25,0.0,1.25,52.6,9.38,2.63,1.0,0.38,2.25,4.0,9.38,36.3,23.1,2.88,0.0,0.13,0.0,35.0,207.4,95.1,0.13,36.6,97.0,0.0,0.0,0.0,0.75,0.0,0.0,0.25,0.13,0.0,1.5,1.75,46.2,982,982,21417210.027337406
982,Dennis Geiger,900000000,GER,2,N/A,Hoffenheim,Bundesliga,23,20.0,17.0,1377.0,0.13,0.98,0.13,13.3,0.13,18.9,0.0,0.0,0.0,42.4,82.8,88.9,89.7,65.1,0.13,1.37,0.13,51.2,2.42,9.54,3.01,0.78,3.01,4.05,45.1,1.44,2.81,0.2,0.92,1.18,0.33,1.05,59.3,18.4,1.31,0.0,0.0,1.83,4.25,2.48,14.2,34.8,14.8,0.26,0.46,57.1,35.9,194.7,72.9,1.05,38.4,90.4,0.39,0.0,0.0,3.14,1.5,0.0,0.78,0.07,0.0,0.2,0.92,17.6,983,983,458291673.23961407
983,Joe Gelhardt,0,ENG,3,MF,Leeds United,Premier League,20,20.0,5.0,746.0,0.24,2.65,1.08,40.9,0.09,15.8,0.0,0.0,0.0,12.7,67.3,70.4,73.5,30.0,0.24,1.33,0.12,18.8,0.0,4.7,0.0,0.6,0.0,13.4,2.77,1.33,2.65,0.72,0.48,0.24,0.72,0.36,30.0,24.6,0.96,0.0,0.0,0.48,1.93,0.6,3.01,17.2,16.7,1.69,3.49,48.3,24.5,104.9,68.6,2.65,23.7,54.1,0.48,0.0,0.0,2.53,3.37,0.6,0.6,0.0,0.0,0.96,3.73,20.5,984,984,136192273.87717336
984,Luca Gemello,300000,ITA,4,N/A,Torino,Serie A,21,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,44.1,100.0,100.0,32.1,0.0,0.0,0.0,34.0,2.0,4.0,0.0,0.0,0.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,37.0,0.0,0.0,0.0,0.0,0.0,22.0,111.0,75.0,0.0,21.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,985,985,75739106.1773258
985,Yannick Gerhardt,700000000,GER,2,DF,Wolfsburg,Bundesliga,28,27.0,17.0,1574.0,0.06,0.8,0.17,21.4,0.07,15.6,0.0,0.0,0.0,35.2,75.5,79.5,79.9,65.8,0.17,1.26,0.23,46.6,0.34,8.11,0.74,1.54,0.17,31.4,7.89,2.23,1.89,0.4,1.26,1.14,0.34,0.97,44.7,20.1,2.17,0.06,0.0,1.77,4.51,2.51,13.2,34.2,15.7,0.86,1.26,68.2,35.2,181.1,99.9,1.26,36.0,85.0,0.11,0.0,0.0,1.03,1.37,0.11,1.54,0.0,0.0,1.54,1.83,45.8,986,986,558156586.452698
986,Valère Germain,200000000,FRA,3,N/A,Montpellier,Ligue 1,32,34.0,22.0,1970.0,0.18,1.46,0.73,50.0,0.13,11.9,0.0,0.0,0.0,16.5,76.3,81.9,76.2,59.3,0.14,0.64,0.05,21.6,0.09,5.3,0.14,0.59,0.0,1.64,15.8,1.1,1.32,0.23,0.41,0.64,0.41,0.27,23.1,15.9,0.73,0.09,0.0,0.68,2.15,1.23,4.29,14.3,12.6,0.14,0.37,37.5,15.0,51.9,22.0,0.82,20.5,61.4,0.14,0.0,0.0,1.23,1.32,0.32,0.59,0.0,0.0,2.6,4.61,36.1,987,987,244373509.1304225
987,Gerson,0,BRA,2,FW,Marseille,Ligue 1,25,35.0,29.0,2544.0,0.32,1.55,0.67,43.2,0.2,16.3,0.0,0.0,0.0,41.8,90.1,93.0,93.6,75.0,0.14,0.88,0.21,46.4,1.06,8.76,0.74,0.99,0.14,35.8,7.0,0.78,2.65,0.42,0.64,0.92,0.21,0.32,28.1,18.1,1.34,0.14,0.0,0.88,2.65,1.13,7.84,31.2,22.2,0.92,1.48,61.9,42.2,208.8,101.9,1.48,43.8,84.0,0.11,0.0,0.0,1.84,2.51,0.07,0.99,0.0,0.0,0.78,0.85,47.8,988,988,492454845.90538853
988,Willem Geubbels,250000000,FRA,3,MF,Nantes,Ligue 1,20,22.0,4.0,544.0,0.33,2.17,0.5,23.1,0.15,15.4,0.0,0.0,0.0,16.7,70.4,81.2,78.7,28.6,0.17,0.0,0.0,23.7,0.33,5.5,0.67,1.17,0.0,2.33,18.7,1.17,0.67,0.33,0.5,0.5,0.17,0.33,25.0,20.2,1.33,0.0,0.0,1.0,2.17,1.0,5.5,17.7,15.8,0.83,2.83,29.4,22.8,131.8,80.0,1.67,26.8,68.2,0.17,0.0,0.0,1.83,0.67,0.67,1.17,0.0,0.0,1.5,3.17,32.1,989,989,285925485.6411962
989,Hamadi Al Ghaddioui,0,MAR,3,N/A,Stuttgart,Bundesliga,31,10.0,7.0,498.0,0.36,2.18,0.73,33.3,0.17,11.3,0.0,0.0,0.0,13.3,67.0,69.2,76.9,66.7,0.36,0.36,0.0,19.8,0.0,5.64,0.0,0.55,0.0,6.73,10.2,1.45,1.82,0.55,0.36,0.55,0.36,0.0,0.0,18.9,0.55,0.0,0.0,0.0,1.27,1.09,2.73,15.6,14.4,0.0,0.73,0.0,18.0,52.0,20.4,1.27,22.4,53.9,0.36,0.0,0.0,2.73,1.27,0.55,0.55,0.0,0.0,2.73,3.09,46.9,990,990,190840057.32074782
990,Ismaël Gharbi,500000000,TUN,3,N/A,Paris S-G,Ligue 1,18,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,100.0,100.0,100.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,4.0,16.0,9.0,0.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,991,991,75728094.79155262
991,Anwar El Ghazi,800000000,NED,3,N/A,Everton,Premier League,27,2.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,88.9,87.5,0.0,100.0,0.0,0.0,0.0,90.0,0.0,20.0,0.0,10.0,20.0,20.0,60.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,100.0,100.0,20.0,0.0,0.0,10.0,20.0,0.0,10.0,40.0,100.0,0.0,10.0,0.0,80.0,490.0,240.0,0.0,80.0,47.1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,30.0,0.0,992,992,621441126.4263215
992,Anwar El Ghazi,800000000,NED,3,MF,Aston Villa,Premier League,27,9.0,4.0,386.0,0.23,1.63,0.47,28.6,0.0,21.3,0.0,0.23,0.23,19.1,71.3,86.2,63.4,62.5,0.23,1.4,0.93,26.7,0.0,5.35,0.47,2.56,0.0,4.42,19.1,0.23,2.56,0.47,0.23,0.47,0.0,0.47,33.3,11.2,1.16,0.0,0.0,0.47,1.16,0.7,3.72,14.9,27.2,0.7,2.79,25.0,27.7,145.6,96.7,2.33,31.6,67.0,0.47,0.0,0.0,2.09,1.63,0.47,2.56,0.0,0.0,2.56,2.09,55.0,993,993,539804252.1468173
993,Lamine Ghezali,0,FRA,1,N/A,Saint-Étienne,Ligue 1,22,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,66.7,100.0,100.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,5.0,6.0,3.0,1.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,994,994,79545537.68217885
994,Paolo Ghiglione,160000000,ITA,1,N/A,Genoa,Serie A,25,13.0,6.0,603.0,0.0,1.19,0.6,50.0,0.0,18.4,0.0,0.0,0.0,32.1,63.4,88.2,65.1,39.5,0.15,1.34,0.75,50.6,0.6,5.52,1.19,3.28,0.9,4.03,33.7,2.09,1.94,0.3,1.04,1.04,0.15,1.34,56.3,12.1,4.03,0.75,0.0,1.94,4.18,4.63,20.3,30.4,18.8,0.75,1.79,41.7,34.0,147.5,87.2,0.9,34.8,88.3,0.45,0.0,0.0,1.79,0.6,0.0,3.28,0.0,0.0,0.9,2.09,30.0,995,995,275584854.38285154
995,Saman Ghoddos,220000000,IRN,1,MF,Brentford,Premier League,28,17.0,4.0,536.0,0.17,1.33,0.33,25.0,0.13,20.0,0.17,0.0,0.0,24.8,67.4,72.6,73.4,52.5,0.17,1.67,0.33,36.8,1.83,4.17,0.67,2.33,1.33,2.5,29.5,2.0,4.17,0.33,1.33,1.17,0.33,1.33,66.7,19.5,2.17,0.0,0.0,1.17,4.0,2.83,10.8,22.3,19.8,0.67,0.83,80.0,27.0,143.2,83.8,0.83,27.3,70.7,0.33,0.0,0.0,2.17,2.0,0.0,2.33,0.0,0.0,1.33,2.5,34.8,996,996,115913338.11674306
996,Faouzi Ghoulam,100000000,ALG,1,N/A,Napoli,Serie A,31,14.0,3.0,332.0,0.0,0.81,0.27,33.3,0.0,25.6,0.54,0.0,0.0,63.5,83.3,93.9,88.9,44.2,0.0,1.35,0.81,76.2,2.97,6.22,1.35,4.59,2.43,61.1,6.49,1.62,2.97,0.0,0.27,0.27,0.0,0.0,0.0,7.3,1.08,0.27,0.0,0.54,1.08,3.51,22.7,40.5,27.6,0.0,0.27,0.0,55.4,285.9,158.1,0.81,58.6,92.7,0.27,0.0,0.0,1.08,0.81,0.0,4.59,0.0,0.0,1.35,1.62,45.5,997,997,144888014.51130334
997,Dimitris Giannoulis,0,GRE,1,N/A,Norwich City,Premier League,26,18.0,14.0,1169.0,0.0,0.23,0.15,66.7,0.0,18.7,0.0,0.0,0.0,39.9,73.6,85.7,80.2,32.7,0.08,1.0,0.08,54.2,0.69,7.46,0.62,2.31,0.31,39.2,4.0,2.85,1.31,0.15,1.69,1.23,0.15,1.69,62.9,15.7,2.92,0.46,0.0,2.77,5.85,5.46,27.5,29.5,15.2,2.08,3.38,61.4,42.0,223.2,137.2,0.69,36.5,91.0,0.15,0.0,0.0,1.38,2.0,0.0,2.31,0.0,0.0,0.77,0.69,52.6,998,998,237177724.31406483
998,Morgan Gibbs-White,3000000000,ENG,3,MF,Wolves,Premier League,22,2.0,0.0,9.0,0.0,20.0,0.0,0.0,0.0,16.2,0.0,0.0,0.0,70.0,70.0,83.3,100.0,0.0,0.0,0.0,0.0,100.0,0.0,10.0,0.0,0.0,10.0,10.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,80.0,0.0,0.0,0.0,70.0,180.0,120.0,0.0,80.0,88.9,10.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,999,999,1336584809.5092406
999,Ben Gibson,0,ENG,1,N/A,Norwich City,Premier League,29,28.0,28.0,2494.0,0.0,0.29,0.14,50.0,0.0,10.0,0.0,0.0,0.0,38.4,81.7,91.8,90.9,61.8,0.0,0.32,0.0,47.0,1.52,5.31,1.26,0.0,0.0,39.6,2.96,0.65,0.4,0.04,0.58,0.18,0.0,0.18,45.5,5.49,2.06,1.23,0.0,1.73,2.49,13.4,36.9,21.7,2.06,0.07,0.18,40.0,32.7,169.0,100.0,0.14,37.0,98.3,0.18,0.04,0.04,0.51,0.36,0.0,0.0,0.07,0.0,2.42,1.19,67.0,1000,1000,272275667.18714446
1000,Niko Gießelmann,200000000,GER,1,N/A,Union Berlin,Bundesliga,30,28.0,25.0,2083.0,0.13,1.17,0.52,44.4,0.11,15.3,0.0,0.0,0.0,34.2,69.5,82.9,75.1,47.0,0.26,0.95,0.56,49.1,1.17,4.89,1.69,2.94,1.56,31.2,4.55,2.29,2.29,0.35,0.52,0.65,0.17,0.52,38.7,12.6,1.9,0.17,0.0,0.95,2.29,2.51,15.0,26.2,20.3,0.26,0.87,30.0,28.9,110.8,57.0,0.52,32.0,88.1,0.13,0.0,0.0,1.08,1.47,0.04,2.94,0.0,0.0,1.43,1.3,52.4,1001,1001,716624896.2986636
1001,Rafa? Gikiewicz,0,POL,4,N/A,Augsburg,Bundesliga,34,34.0,34.0,3060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,65.9,99.2,97.6,47.5,0.0,0.0,0.0,36.5,3.5,2.38,0.85,0.0,0.0,4.65,25.6,0.29,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,33.6,39.5,0.41,0.03,0.0,0.0,0.0,18.3,94.1,52.8,0.0,16.6,99.6,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1002,1002,585685904.4820079
1002,Óscar Gil,300000000,ESP,1,N/A,Espanyol,La Liga,25,22.0,20.0,1688.0,0.0,0.32,0.05,16.7,0.0,23.7,0.0,0.0,0.0,33.3,84.6,91.3,88.0,58.9,0.11,0.48,0.32,39.4,0.85,4.73,0.96,1.28,0.0,2.23,28.1,0.85,1.06,0.11,1.6,1.12,0.21,1.17,48.9,18.5,2.82,0.53,0.0,1.7,4.63,3.35,18.4,21.7,15.1,0.64,1.81,35.3,29.6,125.6,64.4,0.74,28.6,87.5,0.37,0.0,0.0,1.91,1.49,0.11,1.28,0.0,0.0,0.37,1.33,21.9,1003,1003,445593753.52735335
1003,Mario Gila,300000000,ESP,1,N/A,Real Madrid,La Liga,21,2.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,90.9,100.0,90.9,75.0,0.0,0.0,0.0,73.3,0.0,20.0,0.0,0.0,0.0,13.3,60.0,3.33,0.0,0.0,3.33,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,6.67,10.0,16.7,60.0,16.7,3.33,3.33,3.33,100.0,63.3,193.3,70.0,0.0,46.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1004,1004,276424766.6047487
1004,Billy Gilmour,900000000,SCO,2,N/A,Norwich City,Premier League,20,24.0,21.0,1855.0,0.0,0.87,0.15,16.7,0.0,22.3,0.1,0.0,0.0,46.5,79.8,89.6,88.2,61.5,0.05,0.83,0.05,58.3,2.33,6.75,4.71,0.92,3.06,3.83,51.4,2.23,2.33,0.05,0.92,1.17,0.24,0.73,36.6,24.0,1.12,0.24,0.0,1.6,3.93,2.28,18.6,37.7,16.0,0.73,1.21,60.0,38.8,217.8,94.8,0.58,45.0,92.2,0.1,0.0,0.0,2.18,1.02,0.05,0.92,0.05,0.0,0.58,1.26,31.6,1005,1005,1044562340.1414247
1005,Daniel Ginczek,0,GER,2,FW,Wolfsburg,Bundesliga,31,2.0,0.0,13.0,0.0,10.0,10.0,100.0,0.0,17.0,0.0,0.0,0.0,10.0,25.0,100.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,20.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,20.0,60.0,0.0,0.0,30.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,100.0,1006,1006,-72202506.74908006
1006,Matthias Ginter,2000000000,GER,1,N/A,M'Gladbach,Bundesliga,28,28.0,27.0,2355.0,0.04,1.18,0.53,45.2,0.03,13.4,0.04,0.0,0.0,56.3,84.2,91.9,90.0,60.1,0.0,0.73,0.19,66.9,2.02,6.95,1.98,0.5,0.0,8.93,52.2,1.6,1.64,0.11,1.07,0.57,0.08,1.03,64.3,8.82,1.34,0.42,0.04,1.76,3.47,6.79,37.4,39.5,7.6,0.27,0.5,53.8,50.5,283.2,178.6,0.31,55.5,97.9,0.08,0.0,0.0,0.38,1.11,0.08,0.5,0.0,0.0,3.44,1.87,64.7,1007,1007,2311948700.6544986
1007,Nicholas Gioacchini,0,USA,2,FW,Montpellier,Ligue 1,21,28.0,3.0,497.0,0.0,2.0,0.18,9.1,0.0,10.3,0.0,0.0,0.0,18.0,68.8,75.9,63.4,62.5,0.36,1.09,0.36,26.2,0.0,7.64,0.36,1.09,0.0,1.82,19.8,2.18,2.55,0.73,1.27,0.36,0.55,0.73,80.0,19.6,1.64,0.0,0.0,1.82,4.0,1.09,9.09,17.8,19.5,1.27,3.09,41.2,27.3,104.9,62.2,2.18,28.0,68.1,0.0,0.0,0.0,0.73,3.09,0.55,1.09,0.0,0.0,3.64,3.82,48.8,1008,1008,216222641.1941128
1008,Sebastian Giovinco,0,ITA,2,N/A,Sampdoria,Serie A,35,2.0,0.0,39.0,0.0,2.5,0.0,0.0,0.0,19.2,0.0,0.0,0.0,15.0,60.0,80.0,0.0,50.0,0.0,2.5,0.0,25.0,0.0,7.5,0.0,0.0,2.5,0.0,25.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,0.0,2.5,0.0,30.0,127.5,40.0,2.5,22.5,69.2,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,1009,1009,325441642.2009449
1009,Jimmy Giraudon,0,FRA,1,N/A,Troyes,Ligue 1,30,19.0,18.0,1619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.4,86.8,94.0,93.0,70.0,0.0,0.11,0.06,47.7,3.28,4.56,0.72,0.11,0.0,3.06,41.7,1.11,0.39,0.0,0.44,0.11,0.0,0.17,14.3,7.56,2.22,0.89,0.06,3.44,4.0,12.9,37.8,19.9,0.94,0.17,0.17,100.0,33.6,161.4,72.6,0.17,34.5,99.4,0.28,0.06,0.06,0.83,0.33,0.0,0.11,0.06,0.06,0.89,0.61,59.3,1010,1010,393198264.15648323
1010,Andrei Girotto,400000000,BRA,1,MF,Nantes,Ligue 1,30,36.0,36.0,3146.0,0.17,1.29,0.29,22.2,0.13,15.0,0.09,0.0,0.0,39.9,82.4,88.3,87.0,67.7,0.03,0.11,0.06,48.5,0.94,6.03,1.57,0.17,0.0,4.17,38.2,1.29,0.69,0.09,1.83,0.77,0.29,1.26,50.6,18.4,2.23,0.97,0.0,2.37,5.26,6.74,27.9,29.5,6.11,0.17,0.26,66.7,32.4,137.9,66.1,0.23,35.9,94.8,0.23,0.0,0.0,1.69,0.8,0.0,0.17,0.0,0.0,3.11,2.26,58.0,1011,1011,422277535.9782429
1011,Olivier Giroud,400000000,FRA,3,N/A,Milan,Serie A,35,29.0,22.0,1892.0,0.52,2.9,1.1,37.7,0.15,11.2,0.1,0.1,0.1,16.0,69.3,75.3,60.7,66.7,0.14,0.52,0.05,23.1,0.0,8.24,0.19,0.19,0.0,14.2,2.81,1.1,2.38,0.29,0.24,0.38,0.19,0.1,18.2,18.0,0.9,0.29,0.0,0.19,1.0,1.24,2.43,13.6,18.1,0.14,0.29,50.0,14.1,36.0,15.1,0.76,25.5,61.8,0.19,0.0,0.0,1.62,1.19,0.52,0.19,0.0,0.0,4.67,3.29,58.7,1012,1012,524664344.2078883
1012,Serge Gnabry,5500000000,GER,3,DF,Bayern Munich,Bundesliga,26,34.0,25.0,2185.0,0.58,2.8,1.07,38.2,0.21,16.1,0.0,0.0,0.0,44.0,79.0,84.9,81.7,55.5,0.21,2.8,0.62,55.7,0.45,8.23,1.03,3.17,0.82,12.2,39.4,3.99,4.36,0.66,0.62,0.86,0.58,0.86,40.4,16.5,1.23,0.0,0.0,1.07,3.13,0.58,7.37,31.2,34.9,2.67,4.16,64.4,52.3,273.0,159.2,1.4,52.6,81.9,0.0,0.0,0.0,0.53,0.99,0.62,3.17,0.0,0.0,0.25,1.4,15.0,1013,1013,4835527919.134528
1013,Ben Godfrey,1500000000,ENG,1,N/A,Everton,Premier League,24,23.0,23.0,2029.0,0.0,0.8,0.27,33.3,0.0,16.7,0.0,0.0,0.0,26.9,76.8,84.0,80.8,57.4,0.0,0.58,0.31,35.0,0.71,3.87,0.4,0.62,0.0,2.36,24.7,0.89,1.38,0.09,1.29,0.84,0.22,0.71,53.3,11.8,2.13,0.89,0.0,2.13,4.49,6.49,22.0,20.5,7.33,0.27,0.44,60.0,22.6,130.3,65.6,0.4,22.8,91.8,0.27,0.0,0.0,0.76,0.62,0.0,0.62,0.0,0.0,2.27,1.6,58.6,1014,1014,930717282.1144449
1014,Diego Godín,0,URU,1,N/A,Cagliari,Serie A,36,11.0,9.0,818.0,0.0,0.77,0.0,0.0,0.0,10.0,0.0,0.0,0.0,43.2,90.6,91.5,93.6,84.6,0.11,0.0,0.0,47.7,1.76,3.3,0.99,0.33,0.0,7.8,36.7,0.55,0.77,0.22,1.76,0.22,0.22,0.88,53.3,12.5,1.43,0.55,0.0,1.87,4.07,11.3,36.2,23.6,2.64,0.99,1.1,90.0,34.0,164.3,79.3,0.11,36.6,98.5,0.33,0.0,0.0,1.54,0.33,0.0,0.33,0.11,0.0,2.97,1.21,71.1,1015,1015,132510754.42685555
